"Target","Evidence"
"AADAC","predicted (union)"
"AADACL4","predicted (union)"
"AAGAB","predicted (intersection) + predicted (union)"
"AAK1","predicted (intersection) + predicted (union)"
"AARD","predicted (union)"
"AARS2","predicted (intersection) + predicted (union)"
"AASDHPPT","experimental (all) + predicted (union)"
"AATK","predicted (intersection) + predicted (union)"
"ABAT","predicted (intersection) + predicted (union)"
"ABCA1","predicted (intersection) + predicted (union)"
"ABCA9","predicted (union)"
"ABCB10","predicted (intersection) + predicted (union)"
"ABCB11","predicted (intersection) + predicted (union)"
"ABCB8","predicted (intersection) + predicted (union)"
"ABCB9","predicted (union)"
"ABCC5","predicted (intersection) + predicted (union)"
"ABCF1","predicted (union)"
"ABCF2","predicted (union)"
"ABCF3","predicted (intersection) + predicted (union)"
"ABCG1","predicted (intersection) + predicted (union)"
"ABHD12","predicted (union)"
"ABHD13","predicted (union)"
"ABHD16B","predicted (union)"
"ABHD2","predicted (union)"
"ABHD4","predicted (intersection) + predicted (union)"
"ABHD5","predicted (union)"
"ABHD6","predicted (union)"
"ABL1","predicted (union)"
"ABL2","predicted (intersection) + predicted (union)"
"ABLIM1","predicted (intersection) + predicted (union)"
"ABLIM2","predicted (union)"
"ABLIM3","predicted (union)"
"ABR","predicted (union)"
"ABRACL","predicted (union)"
"ABT1","predicted (intersection) + predicted (union)"
"ABTB2","predicted (union)"
"ACACB","predicted (union)"
"ACAD10","predicted (union)"
"ACADSB","predicted (union)"
"ACADVL","predicted (union)"
"ACAN","predicted (union)"
"ACAP3","predicted (union)"
"ACBD5","predicted (union)"
"ACBD7","predicted (union)"
"ACE","predicted (union)"
"ACER2","experimental (all) + predicted (intersection) + predicted (union)"
"ACOD1","predicted (union)"
"ACOT11","predicted (union)"
"ACOT2","predicted (intersection) + predicted (union)"
"ACOT9","predicted (union)"
"ACOX1","predicted (union)"
"ACOXL","predicted (union)"
"ACP1","predicted (intersection) + predicted (union)"
"ACP2","predicted (union)"
"ACSBG1","predicted (intersection) + predicted (union)"
"ACSF3","predicted (union)"
"ACSL3","predicted (union)"
"ACSL4","predicted (union)"
"ACSL6","predicted (intersection) + predicted (union)"
"ACSS1","predicted (union)"
"ACSS3","predicted (union)"
"ACTA1","predicted (union)"
"ACTN4","predicted (union)"
"ACTR1A","predicted (union)"
"ACTR3","predicted (union)"
"ACTR3C","predicted (union)"
"ACTR8","predicted (union)"
"ACVR1B","predicted (intersection) + predicted (union)"
"ACVR2A","predicted (union)"
"ACVR2B","predicted (union)"
"ADA","predicted (union)"
"ADA2","predicted (union)"
"ADAL","predicted (union)"
"ADAM10","predicted (intersection) + predicted (union)"
"ADAM12","predicted (intersection) + predicted (union)"
"ADAM19","predicted (union)"
"ADAM28","predicted (intersection) + predicted (union)"
"ADAM8","predicted (union)"
"ADAMTS1","predicted (union)"
"ADAMTS10","predicted (union)"
"ADAMTS14","predicted (union)"
"ADAMTS15","predicted (union)"
"ADAMTS17","predicted (union)"
"ADAMTS4","predicted (union)"
"ADAMTS5","predicted (intersection) + predicted (union)"
"ADAMTSL1","predicted (union)"
"ADAP1","predicted (intersection) + predicted (union)"
"ADAP2","predicted (union)"
"ADARB2","predicted (intersection) + predicted (union)"
"ADAT1","predicted (union)"
"ADAT2","predicted (union)"
"ADCY1","predicted (intersection) + predicted (union)"
"ADCY2","predicted (intersection) + predicted (union)"
"ADCY9","predicted (union)"
"ADCYAP1R1","predicted (intersection) + predicted (union)"
"ADD1","experimental (all) + predicted (union)"
