"Target","Evidence"
"APMAP","predicted (intersection) + predicted (union)"
"APOA1","predicted (union)"
"APOBEC4","predicted (intersection) + predicted (union)"
"APOL1","predicted (union)"
"APOL2","predicted (union)"
"APOL3","predicted (union)"
"APOL6","predicted (union)"
"APOLD1","predicted (intersection) + predicted (union)"
"APOOL","predicted (union)"
"APP","predicted (intersection) + predicted (union)"
"APTX","predicted (union)"
"AQP2","predicted (union)"
"AQP9","predicted (union)"
"AQR","predicted (intersection) + predicted (union)"
"AR","predicted (union)"
"ARAP2","predicted (intersection) + predicted (union)"
"ARC","predicted (union)"
"AREL1","predicted (union)"
"ARF4","experimental (all) + predicted (intersection) + predicted (union)"
"ARFGAP1","predicted (union)"
"ARFGEF1","predicted (intersection) + predicted (union)"
"ARFGEF3","predicted (intersection) + predicted (union)"
"ARFIP1","predicted (union)"
"ARGFX","predicted (union)"
"ARHGAP12","experimental (all) + predicted (union)"
"ARHGAP18","predicted (union)"
"ARHGAP19","predicted (union)"
"ARHGAP20","predicted (union)"
"ARHGAP22","predicted (union)"
"ARHGAP32","predicted (union)"
"ARHGAP33","predicted (union)"
"ARHGAP45","predicted (union)"
"ARHGEF12","predicted (intersection) + predicted (union)"
"ARHGEF15","predicted (union)"
"ARHGEF26","predicted (intersection) + predicted (union)"
"ARHGEF38","predicted (union)"
"ARHGEF5","predicted (union)"
"ARHGEF7","predicted (union)"
"ARID2","predicted (union)"
"ARID5B","predicted (intersection) + predicted (union)"
"ARIH1","predicted (union)"
"ARL1","predicted (intersection) + predicted (union)"
"ARL10","experimental (all) + predicted (intersection) + predicted (union)"
"ARL11","predicted (union)"
"ARL14EP","experimental (all)"
"ARL15","experimental (all)"
"ARL17A","predicted (union)"
"ARL17B","predicted (union)"
"ARL2","predicted (intersection) + predicted (union)"
"ARL3","predicted (intersection) + predicted (union)"
"ARL5A","predicted (union)"
"ARL5B","experimental (all)"
"ARL6","predicted (intersection) + predicted (union)"
"ARL6IP5","predicted (union)"
"ARL6IP6","experimental (all)"
"ARMC10","predicted (intersection) + predicted (union)"
"ARMC8","predicted (union)"
"ARMCX3","predicted (intersection) + predicted (union)"
"ARMT1","predicted (union)"
"ARNTL","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"ARNTL2","predicted (union)"
"ARPIN-AP3S2","predicted (union)"
"ARRDC2","predicted (union)"
"ARRDC3","predicted (union)"
"ARSA","predicted (union)"
"ARSB","predicted (intersection) + predicted (union)"
"ARSD","predicted (intersection) + predicted (union)"
"ARSG","predicted (union)"
"ARSK","predicted (intersection) + predicted (union)"
"ART4","predicted (union)"
"ARTN","predicted (intersection) + predicted (union)"
"ASAH2","predicted (union)"
"ASAH2B","predicted (union)"
"ASAP1","predicted (union)"
"ASAP2","predicted (union)"
"ASB14","predicted (union)"
"ASB5","predicted (union)"
"ASB7","predicted (intersection) + predicted (union)"
"ASB9","predicted (union)"
"ASCC3","predicted (union)"
"ASPA","predicted (union)"
"ASPH","predicted (intersection) + predicted (union)"
"ASPHD2","predicted (union)"
"ASTN1","predicted (intersection) + predicted (union)"
"ASTN2","predicted (intersection) + predicted (union)"
"ASXL1","predicted (union)"
"ASXL2","predicted (union)"
"ATCAY","predicted (union)"
"ATF3","predicted (union)"
"ATF5","experimental (all) + predicted (intersection) + predicted (union)"
"ATF6","predicted (intersection) + predicted (union)"
"ATF7","predicted (union)"
"ATF7IP","predicted (intersection) + predicted (union)"
"ATG12","predicted (union)"
"ATG14","predicted (union)"
"ATG16L1","experimental (all) + predicted (intersection) + predicted (union)"
"ATG2B","predicted (intersection) + predicted (union)"
"ATG3","predicted (union)"
"ATG5","predicted (intersection) + predicted (union)"
"ATG7","predicted (union)"
"ATG9A","experimental (all)"
"ATIC","predicted (union)"
"ATL2","predicted (union)"
"ATL3","predicted (intersection) + predicted (union)"
"ATOH7","predicted (union)"
"ATP10A","predicted (union)"
"ATP11A","predicted (union)"
"ATP11B","predicted (union)"
"ATP1A3","predicted (union)"
"ATP1A4","predicted (union)"
"ATP1B4","predicted (intersection) + predicted (union)"
"ATP2A2","experimental (all) + predicted (intersection) + predicted (union)"
"ATP2B1","experimental (all) + predicted (intersection) + predicted (union)"
"ATP2C1","predicted (union)"
"ATP5F1A","predicted (union)"
"ATP5F1E","predicted (union)"
"ATP5MC1","predicted (union)"
"ATP5MC3","predicted (intersection) + predicted (union)"
"ATP5MF-PTCD1","predicted (union)"
"ATP6V0A1","predicted (union)"
"ATP6V0D2","predicted (intersection) + predicted (union)"
"ATP6V1A","predicted (intersection) + predicted (union)"
"ATP6V1E1","predicted (intersection) + predicted (union)"
"ATP6V1F","predicted (union)"
"ATP6V1G1","predicted (union)"
"ATP6V1G3","predicted (intersection) + predicted (union)"
"ATP8A1","predicted (union)"
"ATP8A2","predicted (union)"
"ATP8B4","predicted (union)"
"ATRN","predicted (union)"
"ATRNL1","predicted (union)"
"ATXN1","predicted (intersection) + predicted (union)"
"ATXN1L","predicted (intersection) + predicted (union)"
"ATXN3","experimental (all)"
"ATXN7","predicted (intersection) + predicted (union)"
"ATXN7L1","predicted (union)"
"AVL9","predicted (intersection) + predicted (union)"
"AVPI1","predicted (intersection) + predicted (union)"
"AVPR1A","predicted (intersection) + predicted (union)"
"AXIN2","predicted (union)"
"AZF1","experimental (all)"
"B3GALT2","predicted (union)"
"B3GALT6","predicted (intersection) + predicted (union)"
"B3GAT2","predicted (intersection) + predicted (union)"
"B3GNT3","predicted (union)"
"B3GNT5","predicted (intersection) + predicted (union)"
"B4GALNT1","predicted (union)"
"B4GALNT2","predicted (union)"
"B4GALT5","predicted (union)"
"B4GALT6","predicted (union)"
"BAALC","predicted (union)"
"BAAT","predicted (union)"
"BACE2","predicted (intersection) + predicted (union)"
"BACH1","experimental (all) + predicted (intersection) + predicted (union)"
"BACH2","predicted (intersection) + predicted (union)"
"BAD","predicted (union)"
"BAG2","predicted (intersection) + predicted (union)"
"BAG4","predicted (union)"
"BAIAP2L1","predicted (union)"
"BAK1","experimental (all) + predicted (union)"
"BAMBI","predicted (intersection) + predicted (union)"
"BATF2","predicted (intersection) + predicted (union)"
"BAZ1A","predicted (intersection) + predicted (union)"
"BAZ2B","predicted (intersection) + predicted (union)"
"BBIP1","predicted (union)"
"BBS7","predicted (union)"
"BBX","predicted (intersection) + predicted (union)"
"BCAN","predicted (union)"
"BCAS2","predicted (union)"
"BCAS3","predicted (union)"
"BCAS4","predicted (union)"
"BCAT1","predicted (union)"
"BCDIN3D","predicted (union)"
"BCKDHB","predicted (union)"
"BCKDK","predicted (union)"
"BCL10","predicted (intersection) + predicted (union)"
"BCL11A","predicted (union)"
"BCL2L1","predicted (union)"
"BCL2L13","predicted (union)"
"BCL2L15","predicted (union)"
"BCL2L2-PABPN1","predicted (union)"
"BCL7C","predicted (intersection) + predicted (union)"
"BCL9L","predicted (union)"
"BCLAF1","experimental (all) + predicted (intersection) + predicted (union)"
"BCLAF3","predicted (intersection) + predicted (union)"
"BCO2","predicted (intersection) + predicted (union)"
"BCOR","predicted (union)"
"BDH2","predicted (intersection) + predicted (union)"
"BEND6","predicted (union)"
"BEST1","predicted (intersection) + predicted (union)"
"BEST3","predicted (union)"
"BET1","predicted (intersection) + predicted (union)"
"BFAR","predicted (union)"
"BHLHE41","predicted (union)"
"BHMT","predicted (union)"
"BICC1","predicted (intersection) + predicted (union)"
"BICD1","predicted (union)"
"BICRAL","predicted (union)"
"BID","predicted (intersection) + predicted (union)"
"BIK","predicted (union)"
"BIRC3","predicted (intersection) + predicted (union)"
"BLOC1S3","predicted (union)"
"BLOC1S6","predicted (union)"
"BLVRA","predicted (union)"
"BLZF1","predicted (union)"
"BMP2","predicted (union)"
"BMP2K","predicted (union)"
"BMP3","predicted (union)"
"BMP4","predicted (intersection) + predicted (union)"
"BMP5","predicted (intersection) + predicted (union)"
"BMP8A","experimental (all)"
"BMPR1A","predicted (union)"
"BMPR2","predicted (union)"
"BMT2","predicted (intersection) + predicted (union)"
"BNC2","predicted (intersection) + predicted (union)"
"BNIP2","predicted (union)"
"BNIP3","predicted (union)"
"BNIP3L","predicted (union)"
"BOC","predicted (intersection) + predicted (union)"
"BOD1","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"BOD1L2","predicted (intersection) + predicted (union)"
"BOLA1","predicted (union)"
"BPHL","predicted (union)"
"BPIFB4","predicted (union)"
"BPTF","predicted (union)"
"BRCA1","predicted (union)"
"BRCC3","predicted (intersection) + predicted (union)"
"BRF2","predicted (union)"
"BRINP1","predicted (union)"
"BRIP1","predicted (union)"
"BRMS1L","experimental (all) + predicted (intersection) + predicted (union)"
"BROX","predicted (intersection) + predicted (union)"
"BRPF1","predicted (union)"
"BRWD1","predicted (intersection) + predicted (union)"
"BRWD3","predicted (intersection) + predicted (union)"
"BSDC1","predicted (union)"
"BSN","predicted (intersection) + predicted (union)"
"BTBD1","predicted (union)"
"BTBD7","experimental (all) + predicted (intersection) + predicted (union)"
"BTBD9","predicted (union)"
"BTC","predicted (union)"
"BTD","predicted (intersection) + predicted (union)"
"BTG1","predicted (union)"
"BTG2","experimental (all)"
"BTLA","predicted (union)"
"BTN2A1","predicted (intersection) + predicted (union)"
"BTN2A2","predicted (intersection) + predicted (union)"
"BTN3A1","predicted (union)"
"BTN3A2","predicted (intersection) + predicted (union)"
"BTNL8","predicted (union)"
"BTNL9","predicted (intersection) + predicted (union)"
"BUB1B","predicted (union)"
"BYSL","predicted (union)"
"C10orf105","predicted (union)"
"C10orf90","predicted (intersection) + predicted (union)"
"C11orf1","predicted (union)"
"C11orf16","experimental (all)"
"C11orf45","predicted (union)"
"C11orf49","predicted (union)"
"C11orf52","predicted (union)"
"C11orf54","predicted (intersection) + predicted (union)"
"C11orf58","predicted (intersection) + predicted (union)"
"C11orf65","predicted (union)"
"C11orf74","experimental (all) + predicted (intersection) + predicted (union)"
"C11orf87","predicted (union)"
"C11orf91","predicted (intersection) + predicted (union)"
"C12orf29","predicted (union)"
"C12orf49","predicted (intersection) + predicted (union)"
"C14orf180","predicted (union)"
"C14orf28","predicted (union)"
"C15orf40","predicted (union)"
"C15orf41","predicted (intersection) + predicted (union)"
"C15orf61","predicted (union)"
"C15orf62","predicted (union)"
"C16orf54","predicted (union)"
"C16orf70","experimental (all) + predicted (union)"
"C16orf72","predicted (intersection) + predicted (union)"
"C16orf78","predicted (intersection) + predicted (union)"
"C16orf87","predicted (union)"
"C17orf75","predicted (union)"
"C18orf21","predicted (intersection) + predicted (union)"
"C18orf25","experimental (all)"
"C18orf54","predicted (intersection) + predicted (union)"
"C19orf54","predicted (union)"
"C1GALT1","predicted (union)"
"C1orf112","predicted (intersection) + predicted (union)"
"C1orf116","predicted (intersection) + predicted (union)"
"C1orf210","predicted (union)"
"C1orf35","predicted (union)"
"C1orf50","predicted (union)"
"C1orf56","predicted (union)"
"C1QL3","predicted (intersection) + predicted (union)"
"C1QTNF9","predicted (union)"
"C2","experimental (all)"
"C20orf144","predicted (union)"
"C20orf194","predicted (intersection) + predicted (union)"
"C21orf91","predicted (intersection) + predicted (union)"
"C2CD2","predicted (intersection) + predicted (union)"
"C2CD2L","predicted (intersection) + predicted (union)"
"C2orf49","predicted (union)"
"C2orf66","predicted (intersection) + predicted (union)"
"C2orf68","predicted (intersection) + predicted (union)"
"C2orf88","predicted (intersection) + predicted (union)"
"C3","predicted (intersection) + predicted (union)"
"C3orf52","predicted (intersection) + predicted (union)"
"C3orf62","predicted (union)"
"C3orf70","predicted (union)"
"C4A","predicted (union)"
"C4B","predicted (union)"
"C4BPB","experimental (all)"
"C4orf33","predicted (union)"
"C4orf46","predicted (union)"
"C4orf54","predicted (union)"
"C5orf15","predicted (intersection) + predicted (union)"
"C5orf22","predicted (union)"
"C5orf24","experimental (all) + predicted (intersection) + predicted (union)"
"C5orf30","predicted (union)"
"C5orf51","predicted (intersection) + predicted (union)"
"C5orf63","predicted (intersection) + predicted (union)"
"C6orf141","predicted (union)"
"C6orf163","predicted (union)"
"C6orf47","predicted (union)"
"C6orf89","predicted (intersection) + predicted (union)"
"C7orf31","experimental (all)"
"C8orf33","predicted (union)"
"C8orf44-SGK3","predicted (union)"
"C8orf86","predicted (intersection) + predicted (union)"
"C8orf88","predicted (intersection) + predicted (union)"
"C9","predicted (union)"
"C9orf153","predicted (intersection) + predicted (union)"
"C9orf47","predicted (intersection) + predicted (union)"
"C9orf64","predicted (union)"
"C9orf72","experimental (all) + predicted (intersection) + predicted (union)"
"CA12","predicted (intersection) + predicted (union)"
"CA3","predicted (union)"
"CA5B","experimental (all) + predicted (intersection) + predicted (union)"
"CA7","predicted (intersection) + predicted (union)"
"CA8","predicted (union)"
"CABLES2","predicted (union)"
"CABP4","predicted (intersection) + predicted (union)"
"CABP5","predicted (union)"
"CABP7","predicted (intersection) + predicted (union)"
"CACFD1","predicted (intersection) + predicted (union)"
"CACNA1C","predicted (intersection) + predicted (union)"
"CACNA1I","predicted (union)"
"CACNA2D1","predicted (union)"
"CACNA2D2","predicted (intersection) + predicted (union)"
"CACNA2D4","predicted (union)"
"CACNG8","predicted (union)"
"CACUL1","predicted (intersection) + predicted (union)"
"CADM1","predicted (intersection) + predicted (union)"
"CADM2","predicted (union)"
"CADM3","predicted (union)"
"CALCOCO2","experimental (all) + predicted (intersection) + predicted (union)"
"CALCRL","predicted (union)"
"CALHM2","predicted (union)"
"CALHM5","predicted (intersection) + predicted (union)"
"CALM1","experimental (all) + predicted (intersection) + predicted (union)"
"CALML4","predicted (union)"
"CALN1","predicted (union)"
"CALU","predicted (union)"
"CAMK2A","predicted (union)"
"CAMK2D","predicted (union)"
"CAMK4","predicted (union)"
"CAMSAP2","predicted (union)"
"CAMTA1","predicted (union)"
"CAND1","predicted (union)"
"CANT1","predicted (union)"
"CANX","predicted (intersection) + predicted (union)"
"CAPN6","predicted (union)"
"CAPN7","predicted (intersection) + predicted (union)"
"CAPRIN1","predicted (union)"
"CAPZA2","predicted (union)"
"CAPZB","predicted (union)"
"CARD16","predicted (union)"
"CARD6","predicted (union)"
"CARD8","predicted (union)"
"CARF","predicted (union)"
"CARMIL1","predicted (union)"
"CARNMT1","predicted (union)"
"CASK","predicted (intersection) + predicted (union)"
"CASP10","predicted (intersection) + predicted (union)"
"CASP14","predicted (union)"
"CASP9","predicted (intersection) + predicted (union)"
"CASQ2","predicted (union)"
"CASZ1","predicted (intersection) + predicted (union)"
"CAVIN2","predicted (union)"
"CBL","predicted (intersection) + predicted (union)"
"CBLB","predicted (union)"
"CBLL1","predicted (union)"
"CBLN1","predicted (union)"
"CBLN3","predicted (intersection) + predicted (union)"
"CBR4","predicted (union)"
"CBS","predicted (union)"
"CBX5","predicted (union)"
"CBX7","predicted (union)"
"CBY1","experimental (all) + predicted (union)"
"CBY3","predicted (intersection) + predicted (union)"
"CC2D1B","predicted (union)"
"CC2D2B","predicted (union)"
"CCAR2","predicted (union)"
"CCBE1","predicted (intersection) + predicted (union)"
"CCDC103","predicted (union)"
"CCDC113","predicted (union)"
"CCDC115","predicted (union)"
"CCDC122","predicted (union)"
"CCDC127","predicted (union)"
"CCDC149","predicted (union)"
"CCDC171","predicted (intersection) + predicted (union)"
"CCDC179","predicted (union)"
"CCDC184","predicted (union)"
"CCDC186","predicted (intersection) + predicted (union)"
"CCDC25","predicted (union)"
"CCDC28B","predicted (intersection) + predicted (union)"
"CCDC3","predicted (intersection) + predicted (union)"
"CCDC32","predicted (intersection) + predicted (union)"
"CCDC50","predicted (union)"
"CCDC6","experimental (all) + predicted (intersection) + predicted (union)"
"CCDC68","predicted (union)"
"CCDC7","predicted (union)"
"CCDC71L","predicted (union)"
"CCDC80","predicted (intersection) + predicted (union)"
"CCDC85C","predicted (union)"
"CCDC88A","predicted (intersection) + predicted (union)"
"CCDC88C","predicted (intersection) + predicted (union)"
"CCDC91","predicted (union)"
"CCDC92","predicted (intersection) + predicted (union)"
"CCL22","predicted (union)"
"CCN1","experimental (all)"
"CCN2","predicted (union)"
"CCNDBP1","predicted (union)"
"CCNG1","experimental (all) + predicted (union)"
"CCNI2","predicted (union)"
"CCNJ","experimental (all) + predicted (intersection) + predicted (union)"
"CCNK","predicted (union)"
"CCNL1","predicted (union)"
"CCNL2","predicted (union)"
"CCNT2","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"CCR1","predicted (union)"
"CCR4","predicted (union)"
"CCR5","predicted (union)"
"CCR7","predicted (union)"
"CCS","predicted (union)"
"CD101","predicted (union)"
"CD109","predicted (union)"
"CD180","predicted (union)"
"CD1D","predicted (intersection) + predicted (union)"
"CD2","predicted (union)"
"CD226","predicted (union)"
"CD248","predicted (union)"
"CD27","predicted (union)"
"CD274","predicted (union)"
"CD28","predicted (union)"
"CD2AP","predicted (intersection) + predicted (union)"
"CD300E","predicted (union)"
"CD302","predicted (intersection) + predicted (union)"
"CD38","predicted (union)"
"CD3D","predicted (union)"
"CD3G","predicted (intersection) + predicted (union)"
"CD47","predicted (union)"
"CD55","predicted (intersection) + predicted (union)"
"CD58","predicted (union)"
"CD5L","predicted (union)"
"CD84","predicted (intersection) + predicted (union)"
"CD86","predicted (union)"
"CD93","predicted (union)"
"CDADC1","predicted (intersection) + predicted (union)"
"CDC14A","predicted (union)"
"CDC14B","experimental (all) + predicted (union)"
"CDC20B","predicted (union)"
"CDC25C","experimental (all) + predicted (intersection) + predicted (union)"
"CDC27","predicted (union)"
"CDC34","predicted (intersection) + predicted (union)"
"CDC42","predicted (union)"
"CDC42BPA","predicted (union)"
"CDC42EP1","predicted (union)"
"CDC42EP4","predicted (intersection) + predicted (union)"
"CDC5L","predicted (intersection) + predicted (union)"
"CDC6","experimental (all) + predicted (intersection) + predicted (union)"
"CDC73","predicted (union)"
"CDCA2","predicted (union)"
"CDCA4","experimental (all) + predicted (union)"
"CDCP1","predicted (intersection) + predicted (union)"
"CDH1","predicted (union)"
"CDH11","predicted (union)"
"CDH17","predicted (union)"
"CDH18","predicted (intersection) + predicted (union)"
"CDH2","predicted (intersection) + predicted (union)"
"CDH26","predicted (union)"
"CDH6","predicted (intersection) + predicted (union)"
"CDH7","predicted (intersection) + predicted (union)"
"CDK1","predicted (intersection) + predicted (union)"
"CDK13","predicted (union)"
"CDK16","predicted (union)"
"CDK17","predicted (union)"
"CDK19","predicted (union)"
"CDK5R1","predicted (intersection) + predicted (union)"
"CDK9","predicted (union)"
"CDKL1","predicted (union)"
"CDKL2","predicted (intersection) + predicted (union)"
"CDKN1B","experimental (all)"
"CDKN2A","predicted (union)"
"CDKN2AIP","predicted (union)"
"CDKN2B","predicted (union)"
"CDKN3","predicted (intersection) + predicted (union)"
"CDR1","predicted (union)"
"CDR2L","predicted (union)"
"CDS1","predicted (union)"
"CDSN","predicted (union)"
"CDX2","predicted (union)"
"CDYL","predicted (union)"
"CDYL2","predicted (union)"
"CELF3","predicted (intersection) + predicted (union)"
"CEMIP","predicted (union)"
"CENPF","predicted (intersection) + predicted (union)"
"CENPJ","predicted (intersection) + predicted (union)"
"CENPN","predicted (union)"
"CENPO","predicted (intersection) + predicted (union)"
"CENPP","predicted (union)"
"CEP126","predicted (intersection) + predicted (union)"
"CEP128","predicted (union)"
"CEP162","predicted (union)"
