"Target","Evidence"
"ADAMTS5","predicted (intersection) + predicted (union)"
"ADAMTSL1","predicted (union)"
"ADAP2","predicted (union)"
"ADARB2","predicted (union)"
"ADAT1","predicted (intersection) + predicted (union)"
"ADAT2","predicted (intersection) + predicted (union)"
"ADCY1","predicted (intersection) + predicted (union)"
"ADCY2","predicted (intersection) + predicted (union)"
"ADCY5","predicted (union)"
"ADCYAP1R1","predicted (intersection) + predicted (union)"
"ADD1","predicted (intersection) + predicted (union)"
"ADD2","predicted (union)"
"ADGRA1","predicted (intersection) + predicted (union)"
"ADGRD2","predicted (union)"
"ADGRE2","predicted (intersection) + predicted (union)"
"ADGRF1","predicted (union)"
"ADGRF3","predicted (union)"
"ADGRG3","predicted (union)"
"ADGRG5","predicted (intersection) + predicted (union)"
"ADGRG6","predicted (union)"
"ADGRL1","predicted (union)"
"ADGRL3","predicted (union)"
"ADH1B","predicted (intersection) + predicted (union)"
"ADH4","predicted (union)"
"ADH5","predicted (intersection) + predicted (union)"
"ADH6","predicted (intersection) + predicted (union)"
"ADI1","predicted (intersection) + predicted (union)"
"ADIPOR2","experimental (all) + predicted (intersection) + predicted (union)"
"ADK","predicted (intersection) + predicted (union)"
"ADM2","predicted (intersection) + predicted (union)"
"ADO","predicted (intersection) + predicted (union)"
"ADORA1","predicted (union)"
"ADORA2A","predicted (intersection) + predicted (union)"
"ADORA2B","predicted (intersection) + predicted (union)"
"ADORA3","predicted (union)"
"ADRA1A","predicted (intersection) + predicted (union)"
"ADRA1D","predicted (union)"
"ADRA2A","predicted (intersection) + predicted (union)"
"ADRA2C","predicted (union)"
"ADRB1","predicted (union)"
"ADRB3","predicted (intersection) + predicted (union)"
"ADSL","predicted (intersection) + predicted (union)"
"ADSS","predicted (union)"
"ADSSL1","predicted (union)"
"AEBP2","predicted (union)"
"AEN","predicted (intersection) + predicted (union)"
"AFF1","predicted (intersection) + predicted (union)"
"AFF2","predicted (intersection) + predicted (union)"
"AFF3","predicted (union)"
"AFF4","predicted (intersection) + predicted (union)"
"AFG1L","predicted (union)"
"AFMID","predicted (union)"
"AGA","experimental (all)"
"AGAP1","predicted (intersection) + predicted (union)"
"AGAP2","predicted (intersection) + predicted (union)"
"AGAP2-AS1","predicted (union)"
"AGBL4","predicted (intersection) + predicted (union)"
"AGBL5","predicted (union)"
"AGFG1","predicted (intersection) + predicted (union)"
"AGFG2","predicted (intersection) + predicted (union)"
"AGMAT","experimental (all) + predicted (intersection) + predicted (union)"
"AGMO","predicted (union)"
"AGO1","predicted (union)"
"AGO2","predicted (intersection) + predicted (union)"
"AGO3","experimental (all) + predicted (intersection) + predicted (union)"
"AGO4","predicted (intersection) + predicted (union)"
"AGPAT2","predicted (union)"
"AGPAT3","predicted (union)"
"AGPAT4","predicted (union)"
"AGPAT5","predicted (union)"
"AGPS","predicted (intersection) + predicted (union)"
"AGT","predicted (union)"
"AGTPBP1","experimental (all) + predicted (intersection) + predicted (union)"
"AGTRAP","predicted (intersection) + predicted (union)"
"AHCTF1","predicted (intersection) + predicted (union)"
"AHDC1","predicted (union)"
"AHI1","experimental (all) + predicted (intersection) + predicted (union)"
"AHRR","predicted (union)"
"AICDA","predicted (intersection) + predicted (union)"
"AIDA","predicted (union)"
"AIF1L","predicted (intersection) + predicted (union)"
"AIFM1","predicted (union)"
"AIFM2","experimental (all) + predicted (intersection) + predicted (union)"
"AIFM3","predicted (union)"
"AIG1","predicted (intersection) + predicted (union)"
"AIP","predicted (intersection) + predicted (union)"
"AIPL1","predicted (intersection) + predicted (union)"
"AIRE","predicted (union)"
"AJAP1","predicted (union)"
"AJUBA","predicted (union)"
"AK2","predicted (union)"
"AK3","predicted (intersection) + predicted (union)"
"AK4","predicted (intersection) + predicted (union)"
"AK5","predicted (union)"
"AKAP1","predicted (union)"
"AKAP10","predicted (union)"
"AKAP11","predicted (intersection) + predicted (union)"
"AKAP13","predicted (union)"
"AKAP2","predicted (intersection) + predicted (union)"
"AKAP5","predicted (intersection) + predicted (union)"
"AKAP6","predicted (intersection) + predicted (union)"
"AKIRIN1","experimental (all) + predicted (intersection) + predicted (union)"
"AKNA","predicted (intersection) + predicted (union)"
"AKR1C1","predicted (intersection) + predicted (union)"
"AKR1C2","predicted (intersection) + predicted (union)"
"AKR1D1","predicted (intersection) + predicted (union)"
"AKR7A2","predicted (intersection) + predicted (union)"
"AKT2","predicted (intersection) + predicted (union)"
"ALAD","predicted (intersection) + predicted (union)"
"ALCAM","predicted (union)"
"ALDH1B1","predicted (intersection) + predicted (union)"
"ALDH1L2","predicted (union)"
"ALDH2","predicted (intersection) + predicted (union)"
"ALDH3A2","predicted (intersection) + predicted (union)"
"ALDH4A1","predicted (intersection) + predicted (union)"
"ALDH5A1","predicted (intersection) + predicted (union)"
"ALDH6A1","predicted (intersection) + predicted (union)"
"ALDH7A1","predicted (union)"
"ALDH8A1","predicted (intersection) + predicted (union)"
"ALDOA","experimental (all)"
"ALG1","predicted (intersection) + predicted (union)"
"ALG10B","predicted (union)"
"ALG13","predicted (intersection) + predicted (union)"
"ALG14","predicted (intersection) + predicted (union)"
"ALG6","predicted (union)"
"ALKBH1","predicted (intersection) + predicted (union)"
"ALKBH4","predicted (intersection) + predicted (union)"
"ALKBH5","predicted (union)"
"ALOX15B","predicted (intersection) + predicted (union)"
"ALOX5AP","predicted (intersection) + predicted (union)"
"ALPI","predicted (union)"
"ALPK3","predicted (union)"
"ALPP","predicted (intersection) + predicted (union)"
"ALS2","predicted (union)"
"ALS2CL","predicted (intersection) + predicted (union)"
"ALX1","predicted (intersection) + predicted (union)"
"ALX3","predicted (union)"
"ALX4","predicted (intersection) + predicted (union)"
"AMBRA1","predicted (union)"
"AMD1","experimental (all) + predicted (intersection) + predicted (union)"
"AMDHD2","predicted (union)"
"AMER1","predicted (union)"
"AMER2","predicted (intersection) + predicted (union)"
"AMER3","predicted (union)"
"AMFR","predicted (union)"
"AMIGO1","predicted (intersection) + predicted (union)"
"AMIGO2","predicted (union)"
"AMIGO3","predicted (union)"
"AMMECR1","predicted (intersection) + predicted (union)"
"AMN","predicted (union)"
"AMN1","predicted (intersection) + predicted (union)"
"AMOT","predicted (intersection) + predicted (union)"
"AMOTL2","experimental (all) + predicted (intersection) + predicted (union)"
"AMPD2","predicted (intersection) + predicted (union)"
"AMPD3","predicted (union)"
"AMZ1","predicted (intersection) + predicted (union)"
"ANAPC11","predicted (union)"
"ANAPC16","predicted (intersection) + predicted (union)"
"ANAPC7","predicted (intersection) + predicted (union)"
"ANG","predicted (union)"
"ANGEL1","predicted (intersection) + predicted (union)"
"ANGEL2","predicted (union)"
"ANGPT4","predicted (intersection) + predicted (union)"
"ANGPTL2","predicted (union)"
"ANGPTL3","predicted (intersection) + predicted (union)"
"ANK1","predicted (union)"
"ANK2","predicted (union)"
"ANKDD1B","predicted (union)"
"ANKEF1","predicted (intersection) + predicted (union)"
"ANKFY1","experimental (all) + predicted (intersection) + predicted (union)"
"ANKH","predicted (intersection) + predicted (union)"
"ANKHD1","predicted (union)"
"ANKK1","predicted (intersection) + predicted (union)"
"ANKLE1","predicted (intersection) + predicted (union)"
"ANKMY1","predicted (intersection) + predicted (union)"
"ANKRD12","predicted (intersection) + predicted (union)"
"ANKRD16","predicted (intersection) + predicted (union)"
"ANKRD22","predicted (intersection) + predicted (union)"
"ANKRD23","predicted (union)"
"ANKRD27","predicted (union)"
"ANKRD28","predicted (union)"
"ANKRD33B","predicted (intersection) + predicted (union)"
"ANKRD40","predicted (union)"
"ANKRD42","predicted (union)"
"ANKRD44","predicted (intersection) + predicted (union)"
"ANKRD45","predicted (intersection) + predicted (union)"
"ANKRD50","predicted (intersection) + predicted (union)"
"ANKRD52","predicted (intersection) + predicted (union)"
"ANKRD6","predicted (intersection) + predicted (union)"
"ANKRD63","predicted (intersection) + predicted (union)"
"ANKRD65","experimental (all) + predicted (union)"
"ANKS1A","predicted (union)"
"ANKS4B","experimental (all) + predicted (intersection) + predicted (union)"
"ANKS6","predicted (union)"
"ANLN","predicted (union)"
"ANO1","predicted (union)"
"ANO5","predicted (union)"
"ANO7","experimental (all) + predicted (intersection) + predicted (union)"
"ANO9","predicted (union)"
"ANOS1","predicted (union)"
"ANP32B","predicted (union)"
"ANTXR1","predicted (intersection) + predicted (union)"
"ANTXR2","predicted (union)"
"ANXA11","predicted (intersection) + predicted (union)"
"ANXA4","predicted (intersection) + predicted (union)"
"ANXA9","predicted (union)"
"AOC3","predicted (intersection) + predicted (union)"
"AOPEP","predicted (intersection) + predicted (union)"
"AP1AR","predicted (intersection) + predicted (union)"
"AP1B1","predicted (union)"
"AP1G1","predicted (intersection) + predicted (union)"
"AP1M2","predicted (union)"
"AP1S1","predicted (intersection) + predicted (union)"
"AP1S3","predicted (intersection) + predicted (union)"
"AP2A1","predicted (union)"
"AP2A2","predicted (intersection) + predicted (union)"
"AP2M1","predicted (union)"
"AP3B2","predicted (intersection) + predicted (union)"
"AP3M1","predicted (intersection) + predicted (union)"
"AP3S2","predicted (intersection) + predicted (union)"
"AP4E1","predicted (union)"
"AP4S1","predicted (intersection) + predicted (union)"
"AP5B1","predicted (intersection) + predicted (union)"
"AP5M1","predicted (union)"
"AP5S1","predicted (intersection) + predicted (union)"
"APAF1","predicted (intersection) + predicted (union)"
"APBA1","predicted (union)"
"APBA2","predicted (union)"
"APBB2","predicted (union)"
"APBB3","predicted (union)"
"APC2","predicted (intersection) + predicted (union)"
"APCDD1","predicted (intersection) + predicted (union)"
"APCDD1L","predicted (intersection) + predicted (union)"
"APEX2","experimental (all) + predicted (intersection) + predicted (union)"
"APH1A","predicted (union)"
"APH1B","predicted (intersection) + predicted (union)"
"APLN","predicted (union)"
"APLNR","predicted (intersection) + predicted (union)"
"APOA1","predicted (intersection) + predicted (union)"
"APOA4","predicted (union)"
"APOB","predicted (intersection) + predicted (union)"
"APOBEC3C","predicted (intersection) + predicted (union)"
"APOBEC3D","predicted (intersection) + predicted (union)"
"APOBEC3F","predicted (intersection) + predicted (union)"
"APOBEC3H","predicted (intersection) + predicted (union)"
"APOBR","predicted (intersection) + predicted (union)"
"APOF","predicted (union)"
"APOH","experimental (all) + predicted (intersection) + predicted (union)"
"APOL1","predicted (intersection) + predicted (union)"
"APOL2","predicted (intersection) + predicted (union)"
"APOL3","predicted (intersection) + predicted (union)"
"APOL4","predicted (union)"
"APOL6","predicted (intersection) + predicted (union)"
"APOLD1","predicted (intersection) + predicted (union)"
"APOM","predicted (union)"
"APOOL","predicted (intersection) + predicted (union)"
"APP","predicted (union)"
"APPBP2","predicted (union)"
"APPL2","predicted (intersection) + predicted (union)"
"APTX","predicted (intersection) + predicted (union)"
"AQP1","predicted (union)"
"AQP10","predicted (union)"
"AQP2","predicted (union)"
"AQP3","predicted (union)"
"AQP4","predicted (union)"
"AQP6","predicted (union)"
"AQP7","predicted (intersection) + predicted (union)"
"AQP9","predicted (union)"
"AQR","predicted (intersection) + predicted (union)"
"AR","predicted (intersection) + predicted (union)"
"ARAF","predicted (intersection) + predicted (union)"
"ARAP3","predicted (intersection) + predicted (union)"
"ARC","predicted (union)"
"ARF1","predicted (intersection) + predicted (union)"
"ARF3","predicted (union)"
"ARF5","predicted (intersection) + predicted (union)"
"ARF6","predicted (union)"
"ARFGAP1","predicted (union)"
"ARFGAP3","predicted (union)"
"ARFGEF2","predicted (union)"
"ARFGEF3","predicted (intersection) + predicted (union)"
"ARFIP1","predicted (union)"
"ARFIP2","predicted (intersection) + predicted (union)"
"ARGFX","predicted (intersection) + predicted (union)"
"ARHGAP10","predicted (intersection) + predicted (union)"
"ARHGAP11A","predicted (union)"
"ARHGAP20","predicted (intersection) + predicted (union)"
"ARHGAP22","predicted (intersection) + predicted (union)"
"ARHGAP24","predicted (intersection) + predicted (union)"
"ARHGAP27","predicted (union)"
"ARHGAP29","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGAP30","predicted (union)"
"ARHGAP31","predicted (intersection) + predicted (union)"
"ARHGAP33","predicted (union)"
"ARHGAP39","predicted (union)"
"ARHGAP44","predicted (union)"
"ARHGAP45","predicted (union)"
"ARHGAP5","predicted (intersection) + predicted (union)"
"ARHGAP6","predicted (union)"
"ARHGEF1","predicted (union)"
"ARHGEF10","predicted (union)"
"ARHGEF12","predicted (intersection) + predicted (union)"
"ARHGEF15","predicted (intersection) + predicted (union)"
"ARHGEF25","predicted (union)"
"ARHGEF26","predicted (union)"
"ARHGEF3","predicted (union)"
"ARHGEF37","predicted (union)"
"ARHGEF38","predicted (union)"
"ARHGEF39","predicted (union)"
"ARHGEF4","predicted (intersection) + predicted (union)"
"ARHGEF40","predicted (union)"
"ARHGEF5","predicted (union)"
"ARHGEF6","predicted (union)"
"ARHGEF7","predicted (intersection) + predicted (union)"
"ARHGEF9","predicted (intersection) + predicted (union)"
"ARID3A","predicted (intersection) + predicted (union)"
"ARID3B","predicted (union)"
"ARID5A","predicted (intersection) + predicted (union)"
"ARID5B","predicted (union)"
"ARIH1","predicted (union)"
"ARIH2","predicted (intersection) + predicted (union)"
"ARL10","predicted (intersection) + predicted (union)"
"ARL11","predicted (intersection) + predicted (union)"
"ARL13B","predicted (intersection) + predicted (union)"
"ARL14EPL","predicted (union)"
"ARL16","predicted (intersection) + predicted (union)"
"ARL17A","predicted (union)"
"ARL17B","predicted (intersection) + predicted (union)"
"ARL2","predicted (intersection) + predicted (union)"
"ARL3","predicted (union)"
"ARL4D","predicted (union)"
"ARL5B","predicted (union)"
"ARL5C","predicted (intersection) + predicted (union)"
"ARL6","predicted (intersection) + predicted (union)"
"ARL6IP1","predicted (union)"
"ARL6IP4","predicted (union)"
"ARL8A","predicted (union)"
"ARMC10","predicted (intersection) + predicted (union)"
"ARMC5","predicted (intersection) + predicted (union)"
"ARMC7","predicted (union)"
"ARMCX3","predicted (union)"
"ARMH3","predicted (union)"
"ARMH4","predicted (intersection) + predicted (union)"
"ARMT1","experimental (all) + predicted (intersection) + predicted (union)"
"ARNT","predicted (intersection) + predicted (union)"
"ARNT2","predicted (union)"
"ARNTL2","predicted (intersection) + predicted (union)"
"ARPC2","predicted (intersection) + predicted (union)"
"ARPC3","predicted (union)"
"ARPC4","predicted (union)"
"ARPC4-TTLL3","predicted (intersection) + predicted (union)"
"ARPC5L","predicted (union)"
"ARPIN","predicted (intersection) + predicted (union)"
"ARPIN-AP3S2","predicted (intersection) + predicted (union)"
"ARPP21","predicted (union)"
"ARR3","predicted (union)"
"ARRB1","predicted (intersection) + predicted (union)"
"ARRB2","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"ARRDC2","predicted (union)"
"ARRDC4","predicted (intersection) + predicted (union)"
"ARSA","predicted (intersection) + predicted (union)"
"ARSB","predicted (union)"
"ARSD","predicted (intersection) + predicted (union)"
"ARSE","experimental (all) + predicted (intersection) + predicted (union)"
"ARSG","predicted (intersection) + predicted (union)"
"ARSI","predicted (intersection) + predicted (union)"
"ARSK","predicted (intersection) + predicted (union)"
"ART4","predicted (intersection) + predicted (union)"
"ARTN","predicted (union)"
"ARVCF","predicted (union)"
"AS3MT","experimental (all) + predicted (intersection) + predicted (union)"
"ASAH2","predicted (union)"
"ASAH2B","predicted (union)"
"ASB1","predicted (union)"
"ASB16","experimental (all) + predicted (intersection) + predicted (union)"
"ASB4","predicted (union)"
"ASB6","predicted (union)"
"ASB8","experimental (all) + predicted (intersection) + predicted (union)"
"ASCC1","predicted (intersection) + predicted (union)"
"ASCC2","predicted (union)"
"ASCC3","predicted (union)"
"ASCL1","predicted (intersection) + predicted (union)"
"ASCL4","predicted (union)"
"ASGR2","predicted (intersection) + predicted (union)"
"ASH2L","predicted (intersection) + predicted (union)"
"ASIC1","predicted (intersection) + predicted (union)"
"ASIC4","predicted (union)"
"ASL","predicted (intersection) + predicted (union)"
"ASNSD1","predicted (intersection) + predicted (union)"
"ASPA","predicted (intersection) + predicted (union)"
"ASPH","predicted (union)"
"ASPHD2","predicted (union)"
"ASPN","predicted (intersection) + predicted (union)"
"ASPSCR1","predicted (union)"
"ASRGL1","predicted (union)"
"ASTN1","predicted (union)"
"ASTN2","predicted (intersection) + predicted (union)"
"ASXL1","predicted (union)"
"ATAD2B","experimental (all) + predicted (intersection) + predicted (union)"
"ATAD3A","predicted (intersection) + predicted (union)"
"ATAD3B","predicted (intersection) + predicted (union)"
"ATAD3C","predicted (union)"
"ATAT1","predicted (intersection) + predicted (union)"
"ATCAY","experimental (all) + predicted (intersection) + predicted (union)"
"ATE1","predicted (intersection) + predicted (union)"
"ATF2","predicted (union)"
"ATF3","predicted (union)"
"ATF5","predicted (intersection) + predicted (union)"
"ATF6","predicted (intersection) + predicted (union)"
"ATF6B","predicted (union)"
"ATF7IP","predicted (union)"
"ATG10","predicted (intersection) + predicted (union)"
"ATG101","predicted (union)"
"ATG13","predicted (intersection) + predicted (union)"
"ATG14","predicted (intersection) + predicted (union)"
"ATG16L1","predicted (union)"
"ATG16L2","predicted (union)"
"ATG4B","predicted (union)"
"ATG4C","predicted (union)"
"ATG4D","predicted (union)"
"ATG7","predicted (union)"
"ATG9A","predicted (intersection) + predicted (union)"
"ATIC","predicted (intersection) + predicted (union)"
"ATL3","predicted (union)"
"ATM","predicted (intersection) + predicted (union)"
"ATMIN","predicted (intersection) + predicted (union)"
"ATOH1","predicted (union)"
"ATOH8","predicted (intersection) + predicted (union)"
"ATP10A","predicted (union)"
"ATP11A","predicted (intersection) + predicted (union)"
"ATP11B","predicted (union)"
"ATP13A3","experimental (all)"
"ATP1A2","predicted (intersection) + predicted (union)"
"ATP1A3","predicted (union)"
"ATP1B3","experimental (all) + predicted (intersection) + predicted (union)"
"ATP1B4","predicted (union)"
"ATP2A3","predicted (union)"
"ATP2B1","experimental (all) + predicted (union)"
"ATP2B3","predicted (union)"
"ATP2B4","predicted (intersection) + predicted (union)"
"ATP4B","predicted (union)"
"ATP5F1A","predicted (union)"
"ATP5IF1","predicted (union)"
"ATP5MC1","predicted (intersection) + predicted (union)"
"ATP5MC3","predicted (union)"
"ATP5MF-PTCD1","predicted (intersection) + predicted (union)"
"ATP5PB","predicted (intersection) + predicted (union)"
"ATP6AP1","predicted (intersection) + predicted (union)"
"ATP6V1B2","predicted (union)"
"ATP6V1C2","predicted (union)"
"ATP6V1G2","predicted (union)"
"ATP6V1H","predicted (intersection) + predicted (union)"
"ATP7B","predicted (intersection) + predicted (union)"
"ATP8A2","predicted (intersection) + predicted (union)"
"ATP8B2","predicted (intersection) + predicted (union)"
"ATP9A","experimental (all)"
"ATRIP","predicted (union)"
"ATRN","predicted (intersection) + predicted (union)"
"ATRX","predicted (union)"
"ATXN1","predicted (union)"
"ATXN10","predicted (union)"
"ATXN1L","predicted (intersection) + predicted (union)"
"ATXN2L","predicted (union)"
"ATXN7","predicted (intersection) + predicted (union)"
"ATXN7L1","predicted (union)"
"ATXN7L3","predicted (union)"
"ATXN7L3B","predicted (intersection) + predicted (union)"
"AVL9","predicted (union)"
"AVPI1","predicted (union)"
"AVPR1A","predicted (intersection) + predicted (union)"
"AVPR1B","predicted (union)"
"AVPR2","predicted (union)"
"AXDND1","predicted (union)"
"AZGP1","predicted (union)"
"AZIN1","predicted (intersection) + predicted (union)"
"AZIN2","predicted (union)"
"B2M","predicted (union)"
"B3GALT1","predicted (union)"
"B3GALT2","predicted (intersection) + predicted (union)"
"B3GALT4","predicted (union)"
"B3GALT5","predicted (union)"
"B3GALT6","predicted (intersection) + predicted (union)"
"B3GAT1","predicted (union)"
"B3GAT2","predicted (intersection) + predicted (union)"
"B3GNT3","predicted (intersection) + predicted (union)"
"B3GNT4","predicted (union)"
"B3GNT7","predicted (union)"
"B3GNT8","predicted (union)"
"B4GALNT3","predicted (intersection) + predicted (union)"
"B4GALNT4","predicted (union)"
"B4GALT1","predicted (intersection) + predicted (union)"
"B4GALT5","predicted (union)"
"B4GALT7","predicted (intersection) + predicted (union)"
"B4GAT1","predicted (intersection) + predicted (union)"
"B9D2","predicted (union)"
"BAALC","predicted (intersection) + predicted (union)"
"BAAT","predicted (union)"
"BACE1","predicted (union)"
"BACE2","predicted (intersection) + predicted (union)"
"BACH2","predicted (intersection) + predicted (union)"
"BAG2","predicted (union)"
"BAG5","predicted (union)"
"BAHD1","predicted (intersection) + predicted (union)"
"BAIAP2","predicted (union)"
"BAIAP2L1","predicted (union)"
"BAK1","predicted (intersection) + predicted (union)"
"BAMBI","predicted (intersection) + predicted (union)"
"BANF1","predicted (intersection) + predicted (union)"
"BAP1","predicted (intersection) + predicted (union)"
"BARX1","predicted (union)"
"BARX2","predicted (union)"
"BASP1","predicted (intersection) + predicted (union)"
"BATF2","predicted (union)"
"BATF3","predicted (union)"
"BAX","predicted (intersection) + predicted (union)"
"BAZ1B","predicted (union)"
"BAZ2A","predicted (union)"
"BBC3","predicted (union)"
"BBOF1","predicted (union)"
"BBS1","predicted (union)"
"BBS5","experimental (all) + predicted (intersection) + predicted (union)"
"BBS9","predicted (union)"
"BBX","predicted (intersection) + predicted (union)"
"BCAM","predicted (union)"
"BCAN","predicted (union)"
"BCAP29","predicted (union)"
"BCAR1","predicted (intersection) + predicted (union)"
"BCAS1","predicted (intersection) + predicted (union)"
"BCAS2","predicted (intersection) + predicted (union)"
"BCAS3","predicted (union)"
"BCAS4","experimental (all) + predicted (intersection) + predicted (union)"
"BCAT1","predicted (intersection) + predicted (union)"
"BCDIN3D","predicted (intersection) + predicted (union)"
"BCKDK","predicted (intersection) + predicted (union)"
"BCL11A","predicted (union)"
"BCL11B","experimental (all) + predicted (union)"
"BCL2","predicted (intersection) + predicted (union)"
"BCL2L1","predicted (union)"
"BCL2L11","predicted (union)"
"BCL2L13","predicted (intersection) + predicted (union)"
"BCL2L15","predicted (intersection) + predicted (union)"
"BCL2L2","predicted (intersection) + predicted (union)"
"BCL2L2-PABPN1","predicted (union)"
"BCL6","predicted (intersection) + predicted (union)"
"BCL7A","predicted (union)"
"BCL7C","predicted (intersection) + predicted (union)"
"BCL9","predicted (union)"
"BCL9L","predicted (intersection) + predicted (union)"
"BCLAF3","predicted (intersection) + predicted (union)"
"BCO1","predicted (union)"
"BCORL1","predicted (union)"
"BCR","predicted (union)"
"BDH2","predicted (intersection) + predicted (union)"
"BDNF","predicted (intersection) + predicted (union)"
"BDP1","experimental (all) + predicted (intersection) + predicted (union)"
"BEAN1","predicted (union)"
"BECN1","predicted (union)"
"BEND2","predicted (intersection) + predicted (union)"
"BEND3","predicted (intersection) + predicted (union)"
"BEND4","predicted (union)"
"BEND6","predicted (union)"
"BEST1","predicted (union)"
"BEST3","predicted (intersection) + predicted (union)"
