"Target","Evidence"
"A1BG","predicted (union)"
"A1CF","predicted (intersection) + predicted (union)"
"A2ML1","predicted (intersection) + predicted (union)"
"AAGAB","predicted (intersection) + predicted (union)"
"AAK1","predicted (intersection) + predicted (union)"
"AASDH","predicted (intersection) + predicted (union)"
"AATK","predicted (union)"
"ABCA5","predicted (union)"
"ABCB10","predicted (union)"
"ABCB11","predicted (intersection) + predicted (union)"
"ABCB5","predicted (union)"
"ABCB9","predicted (intersection) + predicted (union)"
"ABCC10","predicted (union)"
"ABCC5","predicted (intersection) + predicted (union)"
"ABCC9","predicted (union)"
"ABCD2","predicted (union)"
"ABCD4","predicted (union)"
"ABCE1","predicted (union)"
"ABCF1","predicted (intersection) + predicted (union)"
"ABCF2","predicted (intersection) + predicted (union)"
"ABCG1","predicted (intersection) + predicted (union)"
"ABCG2","predicted (intersection) + predicted (union)"
"ABHD10","predicted (intersection) + predicted (union)"
"ABHD12","predicted (union)"
"ABHD13","predicted (union)"
"ABHD15","predicted (union)"
"ABHD17C","predicted (union)"
"ABHD18","predicted (intersection) + predicted (union)"
"ABHD2","experimental (all) + predicted (intersection) + predicted (union)"
"ABHD3","predicted (union)"
"ABHD4","predicted (union)"
"ABHD5","predicted (union)"
"ABHD6","predicted (union)"
"ABI1","predicted (intersection) + predicted (union)"
"ABL1","predicted (intersection) + predicted (union)"
"ABL2","predicted (intersection) + predicted (union)"
"ABLIM1","predicted (intersection) + predicted (union)"
"ABLIM3","predicted (union)"
"ABRAXAS2","predicted (intersection) + predicted (union)"
"ABT1","predicted (union)"
"ACAD8","predicted (intersection) + predicted (union)"
"ACADSB","predicted (union)"
"ACAP2","predicted (union)"
"ACBD4","predicted (union)"
"ACBD7","predicted (union)"
"ACER2","experimental (all) + predicted (intersection) + predicted (union)"
"ACER3","predicted (intersection) + predicted (union)"
"ACLY","predicted (intersection) + predicted (union)"
"ACO1","predicted (union)"
"ACOT2","predicted (intersection) + predicted (union)"
"ACOT9","predicted (union)"
"ACOX1","predicted (union)"
"ACOX3","predicted (union)"
"ACP1","predicted (intersection) + predicted (union)"
"ACPP","predicted (union)"
"ACSBG1","predicted (intersection) + predicted (union)"
"ACSL6","predicted (intersection) + predicted (union)"
"ACSM2A","predicted (union)"
"ACSM3","predicted (union)"
"ACSM5","predicted (union)"
"ACTC1","predicted (union)"
"ACTL6A","predicted (union)"
"ACTN2","predicted (union)"
"ACTN4","predicted (intersection) + predicted (union)"
"ACTR10","predicted (intersection) + predicted (union)"
"ACTR1A","predicted (intersection) + predicted (union)"
"ACTR3","predicted (union)"
"ACVR1B","predicted (union)"
"ACVR1C","predicted (union)"
"ACVR2A","predicted (intersection) + predicted (union)"
"ACVR2B","experimental (all) + predicted (intersection) + predicted (union)"
"ACVRL1","predicted (union)"
"ADA2","predicted (union)"
"ADAD1","predicted (union)"
"ADAL","predicted (intersection) + predicted (union)"
"ADAM10","predicted (union)"
"ADAM11","predicted (intersection) + predicted (union)"
"ADAM12","predicted (union)"
"ADAM15","predicted (union)"
"ADAM17","predicted (intersection) + predicted (union)"
"ADAM18","predicted (intersection) + predicted (union)"
"ADAM23","predicted (intersection) + predicted (union)"
"ADAM28","predicted (intersection) + predicted (union)"
"ADAM8","predicted (union)"
"ADAM9","predicted (union)"
"ADAMDEC1","predicted (union)"
"ADAMTS12","predicted (intersection) + predicted (union)"
"ADAMTS14","predicted (union)"
"ADAMTS15","predicted (union)"
"ADAMTS17","predicted (union)"
"ADAMTS19","predicted (union)"
"ADAMTS2","predicted (intersection) + predicted (union)"
"ADAMTS20","predicted (union)"
"ADAMTS4","predicted (intersection) + predicted (union)"
"ADAMTS5","predicted (union)"
"ADAMTS8","predicted (union)"
"ADAT1","predicted (intersection) + predicted (union)"
"ADAT2","predicted (union)"
"ADCY1","predicted (intersection) + predicted (union)"
"ADCY2","predicted (union)"
"ADCY9","predicted (intersection) + predicted (union)"
"ADCYAP1R1","predicted (intersection) + predicted (union)"
"ADD2","predicted (union)"
"ADD3","predicted (union)"
"ADGRE2","predicted (intersection) + predicted (union)"
"ADGRF1","predicted (intersection) + predicted (union)"
"ADGRF5","predicted (union)"
"ADGRG2","predicted (union)"
"ADGRG3","predicted (union)"
"ADGRG4","predicted (union)"
"ADGRG5","predicted (union)"
"ADGRL2","predicted (union)"
"ADGRL3","predicted (intersection) + predicted (union)"
"ADH1B","predicted (intersection) + predicted (union)"
"ADH4","predicted (union)"
"ADH5","predicted (intersection) + predicted (union)"
"ADH6","predicted (union)"
"ADI1","predicted (union)"
"ADIPOR2","predicted (union)"
"ADK","predicted (union)"
"ADM2","predicted (union)"
"ADM5","predicted (union)"
"ADO","predicted (intersection) + predicted (union)"
"ADORA1","predicted (union)"
"ADPRM","predicted (union)"
"ADRA1A","predicted (union)"
"ADRB1","predicted (intersection) + predicted (union)"
"ADRB2","predicted (union)"
"ADRB3","predicted (union)"
"ADSL","predicted (intersection) + predicted (union)"
"AEBP2","predicted (union)"
"AEN","predicted (intersection) + predicted (union)"
"AFDN","predicted (union)"
"AFF1","predicted (union)"
"AFF2","predicted (intersection) + predicted (union)"
"AFF3","predicted (union)"
"AFF4","predicted (union)"
"AFMID","predicted (union)"
"AGAP2","predicted (union)"
"AGBL1","predicted (union)"
"AGFG1","predicted (union)"
"AGFG2","predicted (union)"
"AGGF1","predicted (intersection) + predicted (union)"
"AGMAT","predicted (intersection) + predicted (union)"
"AGO1","predicted (union)"
"AGO2","predicted (intersection) + predicted (union)"
"AGO3","predicted (intersection) + predicted (union)"
"AGO4","predicted (union)"
"AGPAT3","predicted (union)"
"AGPAT4","predicted (union)"
"AGPAT5","predicted (union)"
"AGPS","predicted (union)"
"AGR2","predicted (intersection) + predicted (union)"
"AGT","predicted (union)"
"AGTPBP1","predicted (union)"
"AGTRAP","predicted (intersection) + predicted (union)"
"AGXT2","predicted (union)"
"AHCTF1","predicted (union)"
"AHCYL2","predicted (union)"
"AHR","predicted (union)"
"AIF1L","predicted (union)"
"AIFM1","predicted (union)"
"AIG1","predicted (union)"
"AIMP1","predicted (intersection) + predicted (union)"
"AIPL1","predicted (union)"
"AJAP1","predicted (intersection) + predicted (union)"
"AJUBA","experimental (all) + predicted (union)"
"AK2","predicted (intersection) + predicted (union)"
"AK3","predicted (union)"
"AK4","predicted (union)"
"AK7","predicted (union)"
"AKAP11","predicted (intersection) + predicted (union)"
"AKAP13","predicted (union)"
"AKAP5","predicted (union)"
"AKAP6","predicted (intersection) + predicted (union)"
"AKAP9","predicted (union)"
"AKIRIN2","predicted (union)"
"AKNA","predicted (intersection) + predicted (union)"
"AKR1B10","predicted (intersection) + predicted (union)"
"AKR1C1","predicted (union)"
"AKR1C2","predicted (union)"
"AKR7A2","predicted (intersection) + predicted (union)"
"AKT1","experimental (strong) + experimental (all)"
"AKT2","predicted (union)"
"AKTIP","predicted (union)"
"ALAD","predicted (union)"
"ALDH16A1","predicted (union)"
"ALDH1A3","predicted (union)"
"ALDH1B1","predicted (union)"
"ALDH1L2","predicted (intersection) + predicted (union)"
"ALDH3B2","predicted (union)"
"ALDH4A1","predicted (union)"
"ALDH5A1","predicted (union)"
"ALDH6A1","predicted (intersection) + predicted (union)"
"ALDOA","experimental (all)"
"ALG1","predicted (union)"
"ALG10","predicted (intersection) + predicted (union)"
"ALG10B","predicted (intersection) + predicted (union)"
"ALG14","predicted (intersection) + predicted (union)"
"ALG8","predicted (union)"
"ALG9","predicted (union)"
"ALKAL2","predicted (union)"
"ALOX12","predicted (union)"
"ALPK3","predicted (union)"
"ALX4","predicted (union)"
"AMACR","predicted (intersection) + predicted (union)"
"AMD1","predicted (union)"
"AMER2","predicted (union)"
"AMER3","predicted (union)"
"AMFR","predicted (union)"
"AMIGO1","predicted (intersection) + predicted (union)"
"AMMECR1","predicted (intersection) + predicted (union)"
"AMMECR1L","predicted (union)"
"AMN1","predicted (union)"
"AMOT","predicted (intersection) + predicted (union)"
"AMT","predicted (union)"
"AMZ1","predicted (union)"
"ANAPC13","predicted (intersection) + predicted (union)"
"ANAPC16","predicted (intersection) + predicted (union)"
"ANAPC7","predicted (intersection) + predicted (union)"
"ANG","predicted (intersection) + predicted (union)"
"ANGEL1","predicted (intersection) + predicted (union)"
"ANGPT2","predicted (intersection) + predicted (union)"
"ANGPT4","predicted (union)"
"ANGPTL2","predicted (intersection) + predicted (union)"
"ANGPTL3","predicted (intersection) + predicted (union)"
"ANGPTL7","predicted (union)"
"ANKEF1","predicted (intersection) + predicted (union)"
"ANKFN1","predicted (union)"
"ANKFY1","predicted (intersection) + predicted (union)"
"ANKH","predicted (union)"
"ANKHD1","predicted (union)"
"ANKMY1","predicted (intersection) + predicted (union)"
"ANKRD13B","predicted (union)"
"ANKRD23","predicted (union)"
"ANKRD28","predicted (intersection) + predicted (union)"
"ANKRD33","predicted (union)"
"ANKRD33B","predicted (intersection) + predicted (union)"
"ANKRD34C","predicted (intersection) + predicted (union)"
"ANKRD42","predicted (union)"
"ANKRD46","predicted (union)"
"ANKRD49","predicted (union)"
"ANKRD52","predicted (union)"
"ANKRD53","predicted (union)"
"ANKRD63","predicted (union)"
"ANKS4B","predicted (union)"
"ANO1","predicted (union)"
"ANO3","predicted (union)"
"ANO4","predicted (union)"
"ANO5","predicted (union)"
"ANO7","predicted (intersection) + predicted (union)"
"ANOS1","predicted (intersection) + predicted (union)"
"ANP32E","predicted (intersection) + predicted (union)"
"ANTXR1","predicted (intersection) + predicted (union)"
"ANTXR2","predicted (union)"
"ANXA1","predicted (intersection) + predicted (union)"
"ANXA11","predicted (intersection) + predicted (union)"
"ANXA5","predicted (intersection) + predicted (union)"
"ANXA6","predicted (union)"
"ANXA7","predicted (intersection) + predicted (union)"
"AP1AR","predicted (union)"
"AP1S1","predicted (union)"
"AP3B1","predicted (union)"
"AP3M1","predicted (union)"
"AP3S2","predicted (union)"
"AP4E1","predicted (intersection) + predicted (union)"
"AP4S1","predicted (union)"
"AP5M1","predicted (intersection) + predicted (union)"
"APBA1","predicted (intersection) + predicted (union)"
"APBB2","predicted (union)"
"APBB3","predicted (union)"
"APC2","predicted (union)"
"APCDD1","predicted (union)"
"APCS","predicted (union)"
"APEX2","predicted (union)"
"APH1A","predicted (intersection) + predicted (union)"
"APH1B","predicted (union)"
"API5","predicted (union)"
"APMAP","predicted (union)"
"APOBEC3C","predicted (union)"
"APOBEC3F","predicted (union)"
"APOBEC4","predicted (union)"
"APOF","predicted (intersection) + predicted (union)"
"APOL3","predicted (intersection) + predicted (union)"
"APOL6","predicted (intersection) + predicted (union)"
"APOOL","predicted (union)"
"APPBP2","predicted (union)"
"APPL1","predicted (union)"
"APPL2","predicted (intersection) + predicted (union)"
"AQP11","predicted (intersection) + predicted (union)"
"AQP2","predicted (union)"
"AQP4","predicted (intersection) + predicted (union)"
"AQP6","predicted (union)"
"AQP7","predicted (union)"
"AQP9","predicted (intersection) + predicted (union)"
"AQR","predicted (intersection) + predicted (union)"
"AR","predicted (intersection) + predicted (union)"
"ARAP2","predicted (intersection) + predicted (union)"
"AREL1","predicted (union)"
"ARFGEF1","predicted (intersection) + predicted (union)"
"ARFGEF2","predicted (union)"
"ARFGEF3","predicted (intersection) + predicted (union)"
"ARFIP1","predicted (union)"
"ARFIP2","predicted (intersection) + predicted (union)"
"ARG2","predicted (union)"
"ARGFX","predicted (intersection) + predicted (union)"
"ARGLU1","predicted (union)"
"ARHGAP11A","predicted (intersection) + predicted (union)"
"ARHGAP12","predicted (union)"
"ARHGAP17","predicted (union)"
"ARHGAP18","predicted (union)"
"ARHGAP19","predicted (union)"
"ARHGAP20","predicted (intersection) + predicted (union)"
"ARHGAP24","predicted (union)"
"ARHGAP28","predicted (intersection) + predicted (union)"
"ARHGAP29","predicted (intersection) + predicted (union)"
"ARHGAP36","predicted (union)"
"ARHGAP44","predicted (union)"
"ARHGAP8","predicted (union)"
"ARHGDIG","predicted (union)"
"ARHGEF12","predicted (intersection) + predicted (union)"
"ARHGEF15","predicted (intersection) + predicted (union)"
