"Target","Evidence"
"A1CF","predicted (intersection) + predicted (union)"
"A2M","predicted (intersection) + predicted (union)"
"A4GNT","predicted (union)"
"AAGAB","predicted (intersection) + predicted (union)"
"AAK1","predicted (union)"
"AASDH","predicted (union)"
"ABCA10","predicted (intersection) + predicted (union)"
"ABCA5","predicted (union)"
"ABCA8","predicted (union)"
"ABCB5","predicted (union)"
"ABCB9","predicted (union)"
"ABCC6","predicted (union)"
"ABCD2","predicted (intersection) + predicted (union)"
"ABCF2","predicted (union)"
"ABCF3","predicted (union)"
"ABCG1","predicted (union)"
"ABHD15","predicted (intersection) + predicted (union)"
"ABHD16B","predicted (union)"
"ABHD17A","predicted (union)"
"ABHD17B","predicted (union)"
"ABHD17C","predicted (union)"
"ABHD2","predicted (intersection) + predicted (union)"
"ABHD4","predicted (intersection) + predicted (union)"
"ABI1","predicted (intersection) + predicted (union)"
"ABI2","experimental (all)"
"ABR","predicted (union)"
"ABT1","predicted (union)"
"ABTB2","predicted (union)"
"ACADM","predicted (union)"
"ACADSB","predicted (intersection) + predicted (union)"
"ACAP2","predicted (union)"
"ACO1","predicted (union)"
"ACOT9","predicted (intersection) + predicted (union)"
"ACP1","predicted (union)"
"ACSBG1","predicted (intersection) + predicted (union)"
"ACSF2","predicted (union)"
"ACSL3","predicted (intersection) + predicted (union)"
"ACSL6","predicted (union)"
"ACSM2B","predicted (union)"
"ACTBL2","predicted (union)"
"ACTC1","predicted (union)"
"ACTL8","predicted (union)"
"ACTN2","predicted (intersection) + predicted (union)"
"ACTR2","predicted (intersection) + predicted (union)"
"ACTR8","predicted (union)"
"ACTRT3","predicted (union)"
"ACVR1C","predicted (intersection) + predicted (union)"
"ACVR2A","predicted (union)"
"ACVR2B","predicted (intersection) + predicted (union)"
"ACYP1","predicted (union)"
"ACYP2","predicted (union)"
"ADAM12","predicted (intersection) + predicted (union)"
"ADAM19","predicted (union)"
"ADAM22","predicted (union)"
"ADAM23","predicted (union)"
"ADAM28","predicted (union)"
"ADAM33","predicted (union)"
"ADAMTS12","predicted (intersection) + predicted (union)"
"ADAMTS17","predicted (intersection) + predicted (union)"
"ADAMTS18","predicted (intersection) + predicted (union)"
"ADAMTS2","predicted (union)"
"ADAMTS3","predicted (intersection) + predicted (union)"
"ADAMTS4","predicted (union)"
"ADAMTS5","predicted (intersection) + predicted (union)"
"ADARB2","predicted (union)"
"ADAT2","predicted (intersection) + predicted (union)"
"ADCY1","predicted (intersection) + predicted (union)"
"ADCYAP1R1","predicted (intersection) + predicted (union)"
"ADD2","predicted (union)"
"ADD3","predicted (union)"
"ADGRE2","predicted (union)"
"ADGRF1","predicted (intersection) + predicted (union)"
"ADGRG5","predicted (intersection) + predicted (union)"
"ADGRL2","predicted (union)"
"ADGRL3","predicted (union)"
"ADIPOR2","predicted (union)"
"ADNP","predicted (union)"
"ADORA1","predicted (union)"
"ADORA2B","predicted (intersection) + predicted (union)"
"ADPRHL1","predicted (union)"
"AFAP1L1","predicted (intersection) + predicted (union)"
"AFF1","predicted (union)"
"AFF3","predicted (union)"
"AFG1L","predicted (intersection) + predicted (union)"
"AGAP1","predicted (union)"
"AGBL4","predicted (union)"
"AGFG2","predicted (union)"
"AGO2","predicted (union)"
"AGO3","predicted (intersection) + predicted (union)"
"AGPS","predicted (intersection) + predicted (union)"
"AGT","predicted (intersection) + predicted (union)"
"AGTPBP1","predicted (intersection) + predicted (union)"
"AHCTF1","predicted (union)"
"AHNAK","predicted (union)"
"AIDA","predicted (intersection) + predicted (union)"
"AIF1L","predicted (union)"
"AIG1","predicted (intersection) + predicted (union)"
"AIMP1","predicted (union)"
"AJAP1","predicted (union)"
"AJUBA","predicted (union)"
"AK2","predicted (union)"
"AK4","predicted (intersection) + predicted (union)"
"AK7","predicted (union)"
"AK9","predicted (union)"
"AKAP10","predicted (union)"
"AKAP13","predicted (union)"
"AKAP2","predicted (intersection) + predicted (union)"
"AKAP6","predicted (union)"
"AKR1C1","predicted (intersection) + predicted (union)"
"AKR7A2","predicted (union)"
"ALAD","predicted (union)"
"ALDH1A2","predicted (intersection) + predicted (union)"
"ALDH1B1","predicted (intersection) + predicted (union)"
"ALDH1L2","predicted (union)"
"ALDH3A2","predicted (intersection) + predicted (union)"
"ALDH4A1","predicted (intersection) + predicted (union)"
"ALDH6A1","predicted (intersection) + predicted (union)"
"ALDH7A1","predicted (union)"
"ALG1","predicted (union)"
"ALG14","predicted (intersection) + predicted (union)"
"ALG6","predicted (intersection) + predicted (union)"
"ALG8","predicted (intersection) + predicted (union)"
"ALG9","predicted (intersection) + predicted (union)"
"ALKBH1","predicted (intersection) + predicted (union)"
"ALS2","predicted (union)"
"ALS2CL","predicted (union)"
"AMACR","predicted (union)"
"AMBRA1","predicted (intersection) + predicted (union)"
"AMDHD1","predicted (intersection) + predicted (union)"
"AMER2","predicted (intersection) + predicted (union)"
"AMHR2","predicted (union)"
"AMIGO1","predicted (intersection) + predicted (union)"
"AMIGO2","predicted (intersection) + predicted (union)"
"AMMECR1L","predicted (intersection) + predicted (union)"
"AMOT","predicted (intersection) + predicted (union)"
"AMPD3","predicted (union)"
"AMPH","predicted (union)"
"ANGEL1","predicted (intersection) + predicted (union)"
"ANGPT2","predicted (union)"
"ANGPTL2","experimental (strong) + experimental (all)"
"ANKEF1","predicted (union)"
"ANKFY1","predicted (union)"
"ANKH","predicted (union)"
"ANKMY1","predicted (union)"
"ANKRD17","predicted (union)"
"ANKRD23","predicted (union)"
"ANKRD28","predicted (intersection) + predicted (union)"
"ANKRD44","predicted (union)"
"ANKRD45","predicted (union)"
"ANKRD49","predicted (union)"
"ANKRD50","predicted (union)"
"ANKRD54","predicted (union)"
"ANKRD6","predicted (intersection) + predicted (union)"
"ANKRD63","predicted (union)"
"ANKS1A","predicted (union)"
"ANKS4B","predicted (union)"
"ANO10","predicted (union)"
"ANO6","predicted (union)"
"ANO7","predicted (union)"
"ANP32B","predicted (union)"
"ANTXR1","predicted (union)"
"ANTXR2","predicted (union)"
