"Target","Evidence"
"ADCY5","predicted (intersection) + predicted (union)"
"ADCY9","predicted (intersection) + predicted (union)"
"ADCYAP1R1","predicted (intersection) + predicted (union)"
"ADD2","predicted (union)"
"ADGRF1","predicted (union)"
"ADGRF3","predicted (union)"
"ADGRG6","predicted (union)"
"ADGRL1","predicted (intersection) + predicted (union)"
"ADGRL2","predicted (intersection) + predicted (union)"
"ADGRL3","predicted (intersection) + predicted (union)"
"ADGRV1","predicted (intersection) + predicted (union)"
"ADH1B","predicted (union)"
"ADH5","predicted (union)"
"ADH6","predicted (union)"
"ADHFE1","predicted (intersection) + predicted (union)"
"ADI1","predicted (union)"
"ADK","predicted (union)"
"ADNP","predicted (union)"
"ADO","predicted (union)"
"ADORA2A","predicted (union)"
"ADPGK","predicted (union)"
"ADPRHL2","predicted (union)"
"ADRA1A","predicted (union)"
"ADRB1","predicted (union)"
"ADRB3","predicted (union)"
"ADSL","predicted (intersection) + predicted (union)"
"AEBP2","predicted (union)"
"AFDN","predicted (intersection) + predicted (union)"
"AFF1","predicted (union)"
"AFF2","predicted (union)"
"AFF3","predicted (union)"
"AFF4","predicted (intersection) + predicted (union)"
"AFG1L","predicted (intersection) + predicted (union)"
"AFMID","predicted (union)"
"AGAP1","predicted (union)"
"AGAP2","predicted (intersection) + predicted (union)"
"AGAP3","predicted (intersection) + predicted (union)"
"AGBL1","predicted (union)"
"AGBL2","predicted (union)"
"AGFG2","predicted (intersection) + predicted (union)"
"AGL","predicted (union)"
"AGMAT","predicted (intersection) + predicted (union)"
"AGO1","predicted (intersection) + predicted (union)"
"AGO2","predicted (intersection) + predicted (union)"
"AGO3","predicted (intersection) + predicted (union)"
"AGO4","predicted (union)"
"AGPAT3","predicted (union)"
"AGPAT4","predicted (union)"
"AGPAT5","predicted (intersection) + predicted (union)"
"AGTPBP1","predicted (intersection) + predicted (union)"
"AGTRAP","predicted (union)"
"AHCTF1","predicted (union)"
"AHCY","predicted (union)"
"AHCYL1","predicted (union)"
"AHCYL2","predicted (union)"
"AHRR","predicted (union)"
"AIDA","predicted (intersection) + predicted (union)"
"AIF1L","predicted (intersection) + predicted (union)"
"AIFM2","predicted (intersection) + predicted (union)"
"AIG1","predicted (intersection) + predicted (union)"
"AIPL1","predicted (intersection) + predicted (union)"
"AJAP1","predicted (intersection) + predicted (union)"
"AK2","predicted (union)"
"AK3","predicted (intersection) + predicted (union)"
"AK4","predicted (union)"
"AK5","predicted (union)"
"AK9","predicted (union)"
"AKAIN1","predicted (union)"
"AKAP12","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"AKAP13","experimental (all) + predicted (union)"
"AKAP5","predicted (union)"
"AKAP7","predicted (union)"
"AKAP8","predicted (union)"
"AKIRIN1","predicted (intersection) + predicted (union)"
"AKNA","predicted (union)"
"AKR1C1","predicted (union)"
"AKR1C2","predicted (intersection) + predicted (union)"
"AKR1D1","predicted (union)"
"AKR7A2","predicted (union)"
"AKT2","predicted (union)"
"AKTIP","predicted (union)"
"ALAD","predicted (intersection) + predicted (union)"
"ALDH1A2","predicted (union)"
"ALDH1B1","predicted (union)"
"ALDH1L2","predicted (union)"
"ALDH3A2","predicted (intersection) + predicted (union)"
"ALDH4A1","predicted (intersection) + predicted (union)"
"ALDH5A1","predicted (intersection) + predicted (union)"
"ALDH6A1","predicted (union)"
"ALDH7A1","predicted (union)"
"ALDH8A1","predicted (union)"
"ALG1","predicted (union)"
"ALG10","predicted (union)"
"ALG10B","predicted (intersection) + predicted (union)"
"ALG11","predicted (union)"
"ALG12","predicted (intersection) + predicted (union)"
"ALG13","predicted (union)"
"ALG14","predicted (intersection) + predicted (union)"
"ALKAL1","predicted (union)"
"ALKBH1","predicted (intersection) + predicted (union)"
"ALKBH5","predicted (union)"
"ALKBH8","predicted (intersection) + predicted (union)"
"ALOX5","predicted (union)"
"ALPG","predicted (union)"
"ALPI","predicted (intersection) + predicted (union)"
"ALPK3","predicted (intersection) + predicted (union)"
"ALPP","predicted (union)"
"ALS2CL","predicted (union)"
"ALX1","predicted (intersection) + predicted (union)"
"ALX3","predicted (union)"
"ALX4","predicted (intersection) + predicted (union)"
"AMACR","predicted (intersection) + predicted (union)"
"AMD1","predicted (intersection) + predicted (union)"
"AMDHD2","predicted (intersection) + predicted (union)"
"AMER2","predicted (intersection) + predicted (union)"
"AMER3","predicted (union)"
"AMIGO1","predicted (intersection) + predicted (union)"
"AMIGO2","predicted (intersection) + predicted (union)"
"AMMECR1","predicted (union)"
"AMMECR1L","predicted (intersection) + predicted (union)"
"AMN1","predicted (union)"
"AMOT","predicted (intersection) + predicted (union)"
"AMOTL2","predicted (union)"
"AMPD3","predicted (union)"
"AMT","predicted (union)"
"AMZ1","predicted (union)"
"ANAPC1","predicted (union)"
"ANAPC11","predicted (union)"
"ANG","predicted (intersection) + predicted (union)"
"ANGEL1","predicted (union)"
"ANGEL2","predicted (intersection) + predicted (union)"
"ANGPT1","predicted (union)"
"ANGPT2","predicted (intersection) + predicted (union)"
"ANGPTL1","predicted (union)"
"ANGPTL2","predicted (union)"
"ANGPTL3","predicted (intersection) + predicted (union)"
"ANGPTL5","predicted (union)"
"ANK1","predicted (intersection) + predicted (union)"
"ANK3","predicted (intersection) + predicted (union)"
"ANKDD1B","predicted (intersection) + predicted (union)"
"ANKEF1","experimental (all) + predicted (intersection) + predicted (union)"
"ANKFN1","predicted (intersection) + predicted (union)"
"ANKFY1","predicted (union)"
"ANKH","predicted (intersection) + predicted (union)"
"ANKIB1","predicted (union)"
"ANKLE1","predicted (union)"
"ANKMY1","predicted (intersection) + predicted (union)"
"ANKMY2","predicted (intersection) + predicted (union)"
"ANKRD10","predicted (union)"
"ANKRD12","predicted (union)"
"ANKRD13C","predicted (intersection) + predicted (union)"
"ANKRD16","predicted (union)"
"ANKRD22","predicted (union)"
"ANKRD23","predicted (intersection) + predicted (union)"
"ANKRD27","predicted (union)"
"ANKRD28","predicted (intersection) + predicted (union)"
"ANKRD29","predicted (intersection) + predicted (union)"
"ANKRD31","predicted (union)"
"ANKRD33B","predicted (intersection) + predicted (union)"
"ANKRD34C","predicted (union)"
"ANKRD36","experimental (all)"
"ANKRD40","predicted (union)"
"ANKRD45","predicted (intersection) + predicted (union)"
"ANKRD46","predicted (union)"
"ANKRD49","predicted (union)"
"ANKRD50","predicted (intersection) + predicted (union)"
"ANKRD52","predicted (union)"
"ANKRD6","predicted (union)"
"ANKRD66","predicted (union)"
"ANKS1B","predicted (union)"
"ANKS3","predicted (intersection) + predicted (union)"
"ANKS6","predicted (intersection) + predicted (union)"
"ANKUB1","predicted (union)"
"ANO10","predicted (union)"
"ANO3","predicted (union)"
"ANO5","predicted (union)"
"ANO6","predicted (intersection) + predicted (union)"
"ANO7","predicted (union)"
"ANOS1","predicted (union)"
"ANTXR1","predicted (intersection) + predicted (union)"
"ANTXR2","predicted (union)"
"ANXA11","predicted (intersection) + predicted (union)"
"ANXA5","predicted (intersection) + predicted (union)"
"ANXA6","predicted (union)"
"AOPEP","predicted (intersection) + predicted (union)"
"AP1AR","predicted (intersection) + predicted (union)"
"AP1M1","predicted (union)"
"AP1S1","predicted (union)"
"AP1S2","predicted (intersection) + predicted (union)"
"AP1S3","experimental (all) + predicted (union)"
"AP2A2","predicted (union)"
"AP2S1","predicted (union)"
"AP3M1","predicted (intersection) + predicted (union)"
"AP3S2","predicted (intersection) + predicted (union)"
"AP4E1","predicted (union)"
"AP4S1","predicted (union)"
"AP5B1","predicted (union)"
"AP5M1","predicted (intersection) + predicted (union)"
"AP5S1","predicted (union)"
"APAF1","predicted (intersection) + predicted (union)"
"APBA1","predicted (intersection) + predicted (union)"
"APBA2","predicted (union)"
"APBB2","predicted (intersection) + predicted (union)"
"APCDD1","predicted (union)"
"APCDD1L","predicted (intersection) + predicted (union)"
"APEX2","predicted (intersection) + predicted (union)"
"API5","experimental (all) + predicted (intersection) + predicted (union)"
"APLN","predicted (intersection) + predicted (union)"
"APLNR","predicted (union)"
"APMAP","predicted (union)"
"APOA1","predicted (union)"
"APOB","predicted (union)"
"APOBEC1","predicted (union)"
"APOBEC3C","predicted (union)"
"APOBEC4","predicted (union)"
"APOC3","predicted (intersection) + predicted (union)"
"APOL3","predicted (union)"
"APOL6","predicted (union)"
"APOLD1","predicted (intersection) + predicted (union)"
"APOO","predicted (union)"
"APOOL","predicted (intersection) + predicted (union)"
"APP","predicted (union)"
"APPBP2","predicted (intersection) + predicted (union)"
"APPL1","predicted (intersection) + predicted (union)"
"APTX","predicted (union)"
"AQP11","predicted (union)"
"AQP4","predicted (union)"
"AQR","predicted (intersection) + predicted (union)"
"AR","predicted (intersection) + predicted (union)"
"ARAF","predicted (union)"
"ARF1","predicted (union)"
"ARF3","experimental (all) + predicted (union)"
"ARFGAP1","predicted (union)"
"ARFGAP2","experimental (all) + predicted (intersection) + predicted (union)"
"ARFGEF2","predicted (union)"
"ARFGEF3","predicted (intersection) + predicted (union)"
"ARGFX","predicted (intersection) + predicted (union)"
"ARHGAP11A","predicted (intersection) + predicted (union)"
"ARHGAP18","predicted (intersection) + predicted (union)"
"ARHGAP20","predicted (union)"
"ARHGAP21","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGAP24","predicted (union)"
"ARHGAP25","predicted (union)"
"ARHGAP29","predicted (union)"
"ARHGAP31","predicted (union)"
"ARHGAP32","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGAP45","predicted (union)"
"ARHGAP5","predicted (union)"
"ARHGDIA","experimental (all)"
"ARHGEF15","predicted (intersection) + predicted (union)"
"ARHGEF17","predicted (union)"
"ARHGEF18","predicted (intersection) + predicted (union)"
"ARHGEF3","predicted (union)"
"ARHGEF35","predicted (union)"
"ARHGEF37","predicted (intersection) + predicted (union)"
"ARHGEF39","predicted (intersection) + predicted (union)"
"ARHGEF5","experimental (all) + predicted (union)"
"ARHGEF7","predicted (intersection) + predicted (union)"
"ARHGEF9","predicted (union)"
"ARID2","predicted (union)"
"ARID3A","predicted (intersection) + predicted (union)"
"ARID3B","predicted (intersection) + predicted (union)"
"ARID4B","predicted (union)"
"ARIH1","predicted (union)"
"ARIH2","predicted (union)"
"ARL1","predicted (union)"
"ARL10","predicted (intersection) + predicted (union)"
"ARL11","predicted (union)"
"ARL14EP","predicted (union)"
"ARL14EPL","predicted (union)"
"ARL16","predicted (union)"
"ARL17A","predicted (union)"
"ARL17B","predicted (union)"
"ARL2BP","predicted (union)"
"ARL5A","predicted (intersection) + predicted (union)"
"ARL5B","predicted (intersection) + predicted (union)"
"ARL5C","predicted (intersection) + predicted (union)"
"ARL6","predicted (union)"
"ARL6IP4","predicted (union)"
"ARL6IP5","predicted (union)"
"ARL6IP6","predicted (intersection) + predicted (union)"
"ARL9","predicted (union)"
"ARMC10","predicted (union)"
"ARMC2","predicted (union)"
"ARMC7","predicted (intersection) + predicted (union)"
"ARMC8","predicted (intersection) + predicted (union)"
"ARMCX3","predicted (union)"
"ARMCX5","predicted (union)"
"ARMH3","predicted (union)"
"ARMH4","predicted (union)"
"ARMT1","predicted (union)"
"ARNTL2","predicted (union)"
"ARPC4","predicted (intersection) + predicted (union)"
"ARPC4-TTLL3","predicted (union)"
"ARPIN","predicted (union)"
"ARPIN-AP3S2","predicted (intersection) + predicted (union)"
"ARPP19","predicted (intersection) + predicted (union)"
"ARRB1","predicted (intersection) + predicted (union)"
"ARRDC2","predicted (union)"
"ARRDC3","predicted (union)"
"ARRDC4","predicted (intersection) + predicted (union)"
"ARRDC5","predicted (union)"
"ARSA","predicted (union)"
"ARSB","predicted (union)"
"ARSD","predicted (union)"
"ARSG","predicted (union)"
"ARSJ","predicted (union)"
"ARSK","predicted (union)"
"ART4","predicted (intersection) + predicted (union)"
"AS3MT","predicted (intersection) + predicted (union)"
"ASAH2","predicted (union)"
"ASAH2B","predicted (union)"
"ASAP1","predicted (intersection) + predicted (union)"
"ASAP2","predicted (union)"
"ASB1","predicted (union)"
"ASB15","predicted (union)"
"ASB16","experimental (all) + predicted (intersection) + predicted (union)"
"ASB4","predicted (union)"
"ASB6","predicted (union)"
"ASB8","predicted (intersection) + predicted (union)"
"ASCC3","predicted (union)"
"ASF1B","predicted (union)"
"ASGR2","predicted (intersection) + predicted (union)"
"ASH1L","experimental (all)"
"ASIC1","predicted (union)"
"ASIC2","predicted (union)"
"ASNS","experimental (all)"
"ASPA","predicted (intersection) + predicted (union)"
"ASPH","predicted (intersection) + predicted (union)"
"ASPN","predicted (union)"
"ASTN1","predicted (intersection) + predicted (union)"
"ASTN2","predicted (intersection) + predicted (union)"
"ASXL1","predicted (union)"
"ASXL2","predicted (intersection) + predicted (union)"
"ASXL3","predicted (intersection) + predicted (union)"
"ATAD1","predicted (union)"
"ATAD2B","predicted (union)"
"ATCAY","predicted (intersection) + predicted (union)"
"ATF2","predicted (intersection) + predicted (union)"
"ATF6","predicted (intersection) + predicted (union)"
"ATF7","predicted (union)"
"ATF7IP2","predicted (intersection) + predicted (union)"
"ATG10","predicted (union)"
"ATG12","predicted (intersection) + predicted (union)"
"ATG13","predicted (union)"
"ATG14","predicted (intersection) + predicted (union)"
"ATG2B","predicted (intersection) + predicted (union)"
"ATG5","predicted (intersection) + predicted (union)"
"ATG7","predicted (intersection) + predicted (union)"
"ATG9A","predicted (union)"
"ATIC","predicted (union)"
"ATL2","predicted (intersection) + predicted (union)"
"ATL3","predicted (intersection) + predicted (union)"
"ATM","predicted (union)"
"ATMIN","predicted (union)"
"ATOH8","predicted (union)"
"ATP10B","predicted (intersection) + predicted (union)"
"ATP11A","predicted (intersection) + predicted (union)"
"ATP11B","predicted (intersection) + predicted (union)"
"ATP11C","predicted (union)"
"ATP1A2","predicted (intersection) + predicted (union)"
"ATP1A3","predicted (union)"
"ATP1B4","predicted (intersection) + predicted (union)"
"ATP2B1","predicted (union)"
"ATP2B3","predicted (union)"
"ATP2B4","predicted (intersection) + predicted (union)"
"ATP2C1","predicted (intersection) + predicted (union)"
"ATP5F1A","predicted (union)"
"ATP5F1E","predicted (union)"
"ATP5IF1","predicted (intersection) + predicted (union)"
"ATP5MC1","predicted (union)"
"ATP5MC3","predicted (union)"
"ATP5MF-PTCD1","predicted (union)"
"ATP5PB","predicted (intersection) + predicted (union)"
"ATP5PO","predicted (union)"
"ATP6V0A1","predicted (union)"
"ATP6V0A2","predicted (union)"
"ATP6V0B","predicted (union)"
"ATP6V0D1","predicted (union)"
"ATP6V0E1","predicted (intersection) + predicted (union)"
"ATP6V0E2","predicted (union)"
"ATP6V1B2","predicted (intersection) + predicted (union)"
"ATP6V1C2","predicted (intersection) + predicted (union)"
"ATP6V1E1","predicted (intersection) + predicted (union)"
"ATP6V1F","predicted (intersection) + predicted (union)"
"ATP6V1G3","experimental (all)"
"ATP7A","predicted (union)"
"ATP8A1","predicted (union)"
"ATP8B2","predicted (intersection) + predicted (union)"
"ATP9B","predicted (union)"
"ATRN","predicted (intersection) + predicted (union)"
"ATRNL1","predicted (union)"
"ATRX","predicted (union)"
"ATXN1","predicted (union)"
"ATXN7","predicted (union)"
"ATXN7L1","predicted (union)"
"AUH","experimental (all)"
"AURKA","experimental (all)"
"AUTS2","predicted (intersection) + predicted (union)"
"AVL9","experimental (all) + predicted (intersection) + predicted (union)"
"AVPR1A","predicted (union)"
"AVPR1B","predicted (union)"
"AWAT2","predicted (intersection) + predicted (union)"
"AXIN2","predicted (union)"
"AZIN1","predicted (intersection) + predicted (union)"
"B3GALNT2","predicted (intersection) + predicted (union)"
"B3GALT5","predicted (intersection) + predicted (union)"
"B3GALT6","predicted (union)"
"B3GAT2","predicted (intersection) + predicted (union)"
"B3GNT2","experimental (all) + predicted (intersection) + predicted (union)"
"B3GNT5","predicted (union)"
"B3GNT9","predicted (union)"
"B4GALT1","predicted (union)"
"B4GALT3","predicted (union)"
"B4GALT5","predicted (intersection) + predicted (union)"
"B4GALT6","predicted (union)"
"B4GALT7","predicted (union)"
"BAAT","predicted (union)"
"BABAM1","predicted (union)"
"BABAM2","predicted (union)"
"BACE1","predicted (union)"
"BACE2","predicted (union)"
"BACH2","predicted (intersection) + predicted (union)"
"BAG2","predicted (intersection) + predicted (union)"
"BAG3","predicted (union)"
"BAG4","experimental (all)"
"BAG5","predicted (intersection) + predicted (union)"
"BAHD1","predicted (union)"
"BAIAP2L1","predicted (union)"
"BAK1","predicted (union)"
"BAMBI","predicted (union)"
"BANP","predicted (union)"
"BARX2","predicted (intersection) + predicted (union)"
"BATF2","predicted (union)"
"BAZ1B","predicted (intersection) + predicted (union)"
"BAZ2A","predicted (union)"
"BBIP1","predicted (intersection) + predicted (union)"
"BBOF1","predicted (union)"
"BBS1","predicted (intersection) + predicted (union)"
"BBS5","predicted (intersection) + predicted (union)"
"BBS7","predicted (intersection) + predicted (union)"
"BBX","predicted (intersection) + predicted (union)"
"BCAN","predicted (union)"
"BCAP29","predicted (union)"
"BCAS2","predicted (union)"
"BCAS3","predicted (intersection) + predicted (union)"
"BCAS4","predicted (union)"
"BCAT1","predicted (intersection) + predicted (union)"
"BCL10","predicted (intersection) + predicted (union)"
"BCL11A","predicted (union)"
"BCL11B","experimental (all) + predicted (intersection) + predicted (union)"
"BCL2","predicted (intersection) + predicted (union)"
"BCL2L11","predicted (intersection) + predicted (union)"
"BCL2L13","predicted (intersection) + predicted (union)"
"BCL2L15","predicted (intersection) + predicted (union)"
"BCL2L2","predicted (union)"
"BCL6","predicted (union)"
"BCL7C","predicted (intersection) + predicted (union)"
"BCL9","predicted (union)"
"BCLAF1","predicted (intersection) + predicted (union)"
"BCR","predicted (union)"
"BDH1","predicted (intersection) + predicted (union)"
"BDH2","predicted (union)"
"BDNF","predicted (union)"
"BDP1","predicted (union)"
"BEAN1","predicted (union)"
"BECN1","predicted (union)"
"BEND3","predicted (intersection) + predicted (union)"
"BEND4","predicted (union)"
"BEND6","predicted (union)"
"BEST3","predicted (union)"
"BET1L","experimental (all) + predicted (intersection) + predicted (union)"
"BEX4","predicted (intersection) + predicted (union)"
"BFAR","predicted (union)"
"BHMT","predicted (union)"
"BICC1","predicted (union)"
"BICD1","predicted (intersection) + predicted (union)"
"BICD2","predicted (union)"
"BIRC5","predicted (union)"
"BIRC6","predicted (union)"
"BIRC7","predicted (union)"
"BLK","predicted (intersection) + predicted (union)"
"BLOC1S2","predicted (union)"
"BLOC1S5","predicted (union)"
"BLOC1S6","predicted (union)"
"BLVRA","predicted (intersection) + predicted (union)"
"BLZF1","predicted (intersection) + predicted (union)"
"BMERB1","experimental (all) + predicted (intersection) + predicted (union)"
"BMF","predicted (intersection) + predicted (union)"
"BMI1","experimental (strong) + experimental (all) + predicted (union)"
"BMP1","predicted (union)"
"BMP10","predicted (union)"
"BMP2","predicted (union)"
"BMP2K","predicted (intersection) + predicted (union)"
"BMP5","predicted (union)"
"BMP8A","predicted (intersection) + predicted (union)"
"BMP8B","predicted (union)"
"BMPER","predicted (union)"
"BMPR1A","predicted (intersection) + predicted (union)"
"BMPR1B","predicted (union)"
"BMPR2","predicted (union)"
"BMS1","predicted (union)"
"BMT2","predicted (union)"
"BNC1","predicted (union)"
"BNC2","predicted (intersection) + predicted (union)"
"BNIP3L","predicted (intersection) + predicted (union)"
"BOC","predicted (union)"
"BOD1","predicted (intersection) + predicted (union)"
"BOD1L2","predicted (union)"
"BOLL","predicted (union)"
"BORCS5","predicted (intersection) + predicted (union)"
"BORCS7","predicted (intersection) + predicted (union)"
"BPHL","predicted (union)"
"BPNT1","predicted (union)"
"BPTF","predicted (union)"
"BPY2","predicted (intersection) + predicted (union)"
"BPY2B","predicted (intersection) + predicted (union)"
"BPY2C","predicted (intersection) + predicted (union)"
"BRCA1","predicted (intersection) + predicted (union)"
"BRD3","predicted (intersection) + predicted (union)"
"BRD4","predicted (intersection) + predicted (union)"
"BRD7","predicted (union)"
"BRD8","predicted (union)"
"BRF2","predicted (union)"
"BRI3BP","predicted (union)"
"BRINP1","predicted (union)"
"BRK1","predicted (union)"
"BRMS1L","predicted (intersection) + predicted (union)"
"BRPF1","experimental (all)"
"BRPF3","predicted (union)"
"BRS3","predicted (union)"
"BRSK2","predicted (union)"
"BRWD1","experimental (all) + predicted (union)"
"BRWD3","predicted (intersection) + predicted (union)"
"BSDC1","predicted (union)"
"BSN","predicted (union)"
"BSPRY","predicted (union)"
"BTAF1","experimental (all)"
"BTBD11","predicted (union)"
"BTBD19","predicted (intersection) + predicted (union)"
"BTBD7","predicted (intersection) + predicted (union)"
"BTBD8","predicted (union)"
"BTD","predicted (intersection) + predicted (union)"
"BTF3L4","predicted (union)"
"BTG1","predicted (intersection) + predicted (union)"
"BTG2","predicted (union)"
"BTG3","predicted (intersection) + predicted (union)"
"BTLA","predicted (intersection) + predicted (union)"
"BTN3A2","predicted (union)"
"BTNL9","predicted (intersection) + predicted (union)"
"BTRC","experimental (strong) + experimental (all) + predicted (union)"
"BUB1","predicted (union)"
"BUB3","predicted (intersection) + predicted (union)"
"BVES","predicted (intersection) + predicted (union)"
"BZW1","predicted (intersection) + predicted (union)"
"C10orf105","predicted (union)"
"C10orf53","predicted (intersection) + predicted (union)"
"C10orf67","predicted (union)"
"C10orf82","predicted (union)"
"C10orf99","predicted (intersection) + predicted (union)"
"C11orf1","predicted (intersection) + predicted (union)"
"C11orf21","predicted (union)"
"C11orf45","predicted (union)"
"C11orf54","predicted (union)"
"C11orf58","predicted (intersection) + predicted (union)"
"C11orf68","predicted (union)"
"C11orf87","predicted (intersection) + predicted (union)"
"C11orf98","predicted (union)"
"C12orf40","predicted (union)"
"C12orf43","predicted (union)"
"C12orf49","predicted (union)"
"C12orf56","predicted (union)"
"C12orf60","predicted (union)"
"C12orf73","predicted (union)"
"C12orf74","predicted (intersection) + predicted (union)"
"C12orf75","predicted (union)"
"C14orf132","predicted (union)"
"C14orf180","predicted (intersection) + predicted (union)"
"C14orf28","predicted (intersection) + predicted (union)"
"C14orf39","predicted (union)"
"C15orf39","experimental (all)"
"C15orf40","predicted (intersection) + predicted (union)"
"C15orf41","predicted (union)"
"C15orf48","predicted (union)"
"C15orf61","predicted (intersection) + predicted (union)"
"C16orf46","predicted (union)"
"C16orf54","predicted (union)"
"C16orf70","predicted (union)"
"C16orf72","predicted (intersection) + predicted (union)"
"C16orf78","predicted (union)"
"C16orf87","predicted (union)"
"C17orf58","predicted (union)"
"C18orf21","predicted (union)"
"C18orf25","experimental (all)"
"C18orf63","predicted (union)"
"C19orf12","predicted (union)"
"C19orf24","predicted (intersection) + predicted (union)"
"C19orf47","experimental (all)"
"C19orf54","predicted (union)"
"C19orf84","predicted (union)"
"C1GALT1","predicted (intersection) + predicted (union)"
"C1GALT1C1","predicted (union)"
"C1orf115","predicted (union)"
"C1orf116","predicted (intersection) + predicted (union)"
"C1orf159","predicted (intersection) + predicted (union)"
"C1orf198","predicted (union)"
"C1orf21","predicted (union)"
"C1orf210","predicted (intersection) + predicted (union)"
